corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00150244,하이트진로,20230316001349,2022,연결,OK,HEADING,10,6382,402,453770719016.0,393629213060.0,60141505956.0,34196680911.0,16690792972.0,11679399944.0,5011393028.0,30194769562.0,63419858726.0,79798592949.0,,-16378734223.0,76574580311.0,39504475127.0,1541526950.0,-27503233083.0,30196881332.0,1.06,5.69,3.375,2.07,3.63,2.85,4.28,10.0,7.14,29965531768.0,-28139965809.0,1.0,1.0
00150439,진양산업,20230308000725,2022,연결,OK,HEADING,4,3459,342,2951258035.0,2864001226.0,87256809.0,320519250.0,44100108.0,62589224.0,-18489116.0,288826337.0,81739284.0,,,,,366000.0,,,,,,,,,,,,,,,,
00150536,진양제약,20230314001018,2022,별도,OK,HEADING,13,5582,368,5139571000.0,4832504000.0,302759000.0,718095000.0,152798000.0,161152000.0,-8354000.0,230191000.0,584346000.0,-757940000.0,,584346000.0,870893000.0,1000000000.0,,-288696600.0,308889900.0,,,5.77,,,3.0,,,7.7,292876107.0,-272377215.0,1.0,1.0
00151128,모토닉,20230316000602,2022,연결,OK,HEADING,15,7211,369,11393533000.0,15262630000.0,-3869097000.0,1158939000.0,409394000.0,398157000.0,11237000.0,904240000.0,-1704231000.0,-1792248000.0,-515426000.0,603443000.0,1170176000.0,,,-659533000.0,763796000.0,,,6.0,,,2.87,,,,736444000.0,-694068000.0,1.0,1.0
00151298,DSR제강,20230320000604,2022,별도,OK,HEADING,11,7631,372,9571000000.0,11728240000.0,-2157240000.0,1085153000.0,207467000.0,173990000.0,33477000.0,510902000.0,-1058535000.0,1295663000.0,-3644000.0,-233484000.0,1118630000.0,,,550126000.0,565956000.0,,,5.3,,,4.0,,,5.77,550126000.0,-514141000.0,1.0,1.0
00151368,인터지스,20230320000322,2022,연결,OK,HEADING,15,5921,388,28807912000.0,35144568000.0,-6336656000.0,2608018000.0,686315000.0,665752000.0,20563000.0,3174732000.0,-586603000.0,-1900673000.0,,1314070000.0,3294333000.0,2331000000.0,,-1517320000.0,1693057000.0,5.14,5.18,5.16,3.92,4.0,3.96,,,5.84,1687746000.0,-1549353000.0,1.0,1.0
00151447,천지산업,20230331002130,2022,연결,부분(3/7),HEADING,2,2562,326,4966504000.0,2785713000.0,2180791000.0,,,,,406561000.0,,,,,,,,,,,,,,,,,,,,,,
00151605,THE CUBE&,20230315001266,2022,연결,부분(0/7),HEADING,9,4956,314,,,,,,,,,,,,,,,609138000.0,,,,,,,,,,,,,,,
00151863,청호ICT,20230323000135,2022,연결,부분(0/7),HEADING,1,1808,314,,,,,,,,,,,,,,,707355000.0,,,,,,,,,,,,,,,
00152039,SG글로벌,20230314000627,2022,연결,OK,HEADING,16,6365,362,3423343000.0,2872893000.0,550450000.0,631382000.0,94536000.0,79077000.0,15459000.0,753050000.0,-188127000.0,-457417000.0,0.0,269290000.0,658243000.0,,,-211222000.0,237111000.0,,,5.81,,,6.81,,,,241549000.0,-211049000.0,1.0,1.0
00152127,심텍홀딩스,20230322001185,2022,연결,OK,HEADING,17,7092,396,111630854000.0,50064892000.0,61565962000.0,15450277000.0,2980020000.0,1301828000.0,1678192000.0,7381408000.0,-7325152000.0,9913004000.0,0.0,-2587853000.0,17175922000.0,2180274000.0,821219000.0,-8004151000.0,9124114000.0,5.18,5.33,5.255,3.0,4.3,3.65,,,8.0,9115578000.0,-8155575000.0,1.0,1.0
00152385,에이프로젠,20230327000820,2022,연결,OK,HEADING,10,7017,392,17694347340.0,7374798211.0,10319549129.0,3092272979.0,269211012.0,186690708.0,82520304.0,3294374371.0,1361903970.0,2104648882.0,141672094.0,-884417006.0,3145194276.0,,,-946108903.0,1126354039.0,5.12,5.34,5.23,3.87,5.92,4.895,5.59,9.83,7.71,1126665701.0,-976204054.0,1.0,1.0
00152437,케이프,20230330000322,2022,연결,OK,HEADING,9,5639,367,3933023000.0,3921697000.0,11326000.0,747802000.0,109776000.0,101448000.0,8328000.0,340653000.0,431238000.0,344440000.0,3248000.0,143389000.0,756130000.0,,274551000.0,-123795000.0,117989000.0,,,5.34,,,5.38,,,,123950000.0,-114100000.0,1.0,1.0
00152455,현대케피코,20230331003916,2022,연결,OK,HEADING,13,6621,380,82083612000.0,116813236000.0,-34729624000.0,11895349000.0,3109755000.0,3692928000.0,-583173000.0,9066040000.0,-22684697000.0,-29444839000.0,0.0,5177453000.0,11312176000.0,12245000000.0,,-11414386000.0,11621820000.0,,,5.4,,,4.24,,,13.49,11414386000.0,-9889265000.0,1.0,1.0
00152686,코리아써키트,20230317001037,2022,연결,OK,HEADING,18,7794,373,38684923000.0,23305937000.0,15378986000.0,8072443000.0,970801000.0,372535000.0,598266000.0,5685943000.0,5118144000.0,5583455000.0,0.0,-465311000.0,8831177000.0,,160934000.0,-2858707000.0,3330382000.0,,,5.17,,,4.74,,,,2558286000.0,-2345578000.0,1.0,1.0
00152729,광전자,20230316000645,2022,연결,부분(2/7),HEADING,2,2108,323,16884526000.0,20386726000.0,-3502200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00152783,코메론,20230322000501,2022,연결,OK,HEADING,9,5939,365,1579095000.0,2586103000.0,-1007008000.0,451417000.0,87368000.0,129163000.0,-41795000.0,2162028000.0,-575000.0,-342061000.0,,341486000.0,409622000.0,,567530000.0,-96181000.0,111284000.0,,,5.7,,,2.17,,,,108400000.0,-100257000.0,1.0,1.0
00152923,코오롱글로텍,20230331000714,2022,연결,OK,HEADING,9,6389,399,45125320000.0,47097876000.0,-1995965000.0,6236698000.0,1319121000.0,1430062000.0,-110941000.0,5334345000.0,8087720000.0,10907737000.0,40521000.0,-2249151000.0,6352348000.0,,226591000.0,-3697936000.0,3658093000.0,5.28,5.36,5.32,4.2,5.71,4.955,8.32,10.36,9.34,3697936000.0,-3288016000.0,1.0,1.0
00152932,하나캐피탈,20230315001084,2022,연결,OK,HEADING,21,7847,383,11669722000.0,15047649000.0,-3377927000.0,1897441000.0,280788000.0,264150000.0,16638000.0,931586000.0,2203276000.0,1833940000.0,0.0,369336000.0,1988907000.0,1700000000.0,74828000.0,-562229000.0,631945000.0,,,5.1,2.74,7.05,4.895,,,5.32,620496000.0,-582178000.0,1.0,1.0
00153126,크라운해태홀딩스,20230331000004,2022,연결,OK,HEADING,6,5680,400,120691332000.0,43531521000.0,77159811000.0,15186393000.0,3689174000.0,1066973000.0,2622201000.0,12455621000.0,12790917000.0,12521885000.0,-1426018000.0,2381141000.0,17808594000.0,3598000000.0,2466075000.0,-4581752000.0,5211967000.0,5.23,5.69,5.46,2.0,6.56,4.28,,,5.1,5087237000.0,-4769560000.0,1.0,1.0
00153339,태경산업,20230323001143,2022,연결,OK,HEADING,8,5233,383,40542832000.0,47322846000.0,-6780014000.0,4676322000.0,906969000.0,999841000.0,-92872000.0,3526348000.0,-6308675000.0,,,,4583450000.0,,,-1566191000.0,1744138000.0,5.12,5.83,5.475,2.86,4.7,3.78,2.47,9.96,6.215,1733470000.0,-1603709000.0,1.0,1.0
00153375,태광,20230322000502,2022,연결,OK,HEADING,7,5043,368,17788026000.0,17879129000.0,-91103000.0,1718326000.0,702932000.0,584065000.0,118867000.0,1346276000.0,2439035000.0,1628827000.0,,810208000.0,1837192000.0,,,-1313834000.0,1417292000.0,,,6.3,,,3.0,,,,1417292000.0,-1313834000.0,1.0,1.0
00153418,티케이지태광,20230331003529,2022,연결,OK,HEADING,8,5599,376,116632000000.0,71150000000.0,45482000000.0,15913000000.0,1935000000.0,1772000000.0,163000000.0,15688000000.0,12370000000.0,,,,16076000000.0,,,-16960000000.0,-12426000000.0,2.43,8.25,5.34,2.75,9.37,6.06,,,,-11326000000.0,-17802000000.0,1.0,1.0
00153524,태림포장,20230316001205,2022,연결,OK,HEADING,10,6516,388,28139352000.0,24805185000.0,3334167000.0,4697892000.0,806431000.0,655501000.0,150930000.0,3270093000.0,2928650000.0,4640137000.0,96171000.0,-1451794000.0,4956543000.0,,,-1505665000.0,1681774000.0,5.64,5.82,5.73,,,5.0,5.99,7.85,6.92,1683337000.0,-1531006000.0,1.0,1.0
00153755,태양금속공업,20230323000932,2022,연결,OK,HEADING,12,6040,366,32673252306.0,2145501412.0,30394784294.0,5389615868.0,146344175.0,,146344175.0,3151504459.0,9601229020.0,8618058372.0,,1074933932.0,,,,-1834743302.0,2139310656.0,,,5.81,,,3.8,,,9.9,2116039135.0,-1885669646.0,1.0,1.0
00154055,태원물산,20230316000393,2022,별도,OK,HEADING,20,9753,361,2073934000.0,5076000.0,2068858000.0,199905000.0,33170000.0,,33170000.0,395248000.0,76061000.0,102241000.0,,-26180000.0,157014000.0,,,-71954000.0,83046000.0,,,5.33,,,5.21,,,8.33,81594000.0,-74414000.0,1.0,1.0
00154329,TP,20230322000780,2022,연결,OK,HEADING,5,5611,382,28415791000.0,16528959000.0,11886832000.0,4644651000.0,848546000.0,458769000.0,389777000.0,5289008000.0,6102842000.0,2070615000.0,4032227000.0,,5034428000.0,,,-1959694000.0,2179024000.0,5.3,5.33,5.315,2.2,5.0,3.6,,,,2221512000.0,-1892499000.0,1.0,1.0
00154462,아모레퍼시픽홀딩스,20230309000832,2022,연결,OK,HEADING,14,5858,373,437930000000.0,643190000000.0,-205260000000.0,42202000000.0,15141000000.0,19218000000.0,-4077000000.0,43717000000.0,-16114000000.0,-68863000000.0,2588000000.0,49389000000.0,57343000000.0,55399000000.0,804000000.0,-32533890000.0,19678350000.0,3.66,6.34,5.0,,,4.0,,,,19418000000.0,-33290000000.0,1.0,1.0
00155151,피에이치에이,20230321000497,2022,연결,OK,HEADING,16,6227,367,34730513000.0,51241574000.0,-16511061000.0,5104303000.0,1352797000.0,1349744000.0,3053000.0,15367130000.0,-7268933000.0,,,,9215373000.0,,14405000.0,-2663438000.0,3219176000.0,,,5.35,,,3.23,,,,3076210000.0,-2821846000.0,0.5,0.5
00155212,포스코DX,20230310000806,2022,연결,OK,HEADING,9,6261,380,137386360000.0,171605465000.0,-34219105000.0,12981870000.0,3880129000.0,3778637000.0,101492000.0,12098460000.0,-9376621000.0,20404981000.0,0.0,-9781402000.0,13095126000.0,,3618371000.0,8311351000.0,9278153000.0,,,5.3,,,4.26,,,6.92,9288844000.0,-8453766000.0,1.0,1.0
00155258,포스코스틸리온,20230313000443,2022,연결,부분(2/7),HEADING,4,2650,326,28116267000.0,37671030000.0,-9554763000.0,,,,,,,,,,,,514183000.0,,,,,,,,,,,,,,,
00155276,포스코퓨처엠,20230317000751,2022,연결,OK,HEADING,16,7275,397,76452325000.0,107182840000.0,-30730515000.0,12064325000.0,3215442000.0,4126159000.0,-910717000.0,4934788000.0,-15851464000.0,15671106000.0,-664260000.0,844618000.0,15279767000.0,17100000000.0,2316000000.0,-7469683000.0,6678450000.0,5.28,7.6,6.44,3.61,8.0,5.805,,,10.28,9449464000.0,-9228368000.0,1.0,1.0
00155355,풀무원,20230322001245,2022,연결,OK,HEADING,10,5989,392,177354116000.0,162510425000.0,14843691000.0,30022997000.0,4022482000.0,3453551000.0,568931000.0,22934764000.0,-20204582000.0,-23558702000.0,0.0,3354120000.0,30431722000.0,,2659718000.0,-9114306000.0,10268693000.0,0.4,5.3,2.85,2.43,6.08,4.255,,,6.75,10092488000.0,-9428509000.0,1.0,1.0
00155373,풍강,20221114001723,2022,연결,OK,HEADING,6,4744,364,8052743000.0,5111264000.0,2941479000.0,996594000.0,239636000.0,133329000.0,106307000.0,1067554000.0,-734014000.0,825798000.0,,-91784000.0,1102901000.0,,,-445243000.0,465100000.0,,,5.11,,,3.53,,,,445243000.0,-417387000.0,1.0,1.0
00155452,풍국주정,20230321001241,2022,연결,OK,HEADING,12,6134,365,7162150872.0,7389259133.0,-227108261.0,852636406.0,188406461.0,236709149.0,-48302688.0,1197114816.0,522087418.0,864836259.0,,-342748841.0,804333718.0,,,-325208600.0,331232324.0,5.598,5.864,5.731,,,,,,,325208600.0,-300426294.0,1.0,1.0
00155531,풍산홀딩스,20230316001512,2022,연결,OK,HEADING,12,5871,386,54168000000.0,24549000000.0,30622000000.0,3162000000.0,778000000.0,360000000.0,418000000.0,1251000000.0,-2356000000.0,4527000000.0,0.0,-2356000000.0,3940000000.0,,900000000.0,-1363000000.0,1520000000.0,4.8,5.1,4.95,3.0,5.0,4.0,,,,1498000000.0,-1407000000.0,1.0,1.0
00155586,HLB이노베이션,20220629000521,2022,연결,OK,KEYWORD,23,26004,388,5084407000.0,800926000.0,4283481000.0,423201000.0,113996000.0,12115000.0,101881000.0,203112000.0,185299000.0,-235031000.0,-1183000.0,421513000.0,525082000.0,106000000.0,,-591508000.0,221463000.0,3.63,5.66,4.645,3.5,4.3,3.9,4.13,14.7,9.415,218532000.0,-592279000.0,1.0,1.0
00155638,피에스텍,20230321001142,2022,연결,OK,HEADING,14,5677,370,2831239000.0,3369541000.0,-538302000.0,463771000.0,94157000.0,105289000.0,-11132000.0,590511000.0,-146144000.0,-362597000.0,,216453000.0,,467516000.0,,144040000.0,145141000.0,5.65,5.79,5.72,,,4.0,,,7.55,144040000.0,-130452000.0,1.0,1.0
00155692,우리엔터프라이즈,20230322000507,2022,연결,OK,HEADING,5,4451,365,16606792540.0,16647293084.0,-40500544.0,3418089385.0,363744752.0,305279006.0,58465746.0,1918435144.0,1778793741.0,,,,3476555131.0,,,,,3.72,5.17,4.445,4.5,4.96,4.73,,,,,,,
00155735,피제이전자,20230317001064,2022,별도,부분(0/7),HEADING,7,8443,319,,,,,,,,,,,,,1100907956.0,,1100907956.0,,,,,,,,,,,,,,,
00155948,로젠,20230323001139,2022,연결,OK,HEADING,10,6248,377,22220669000.0,23594112000.0,-1373443000.0,3352219000.0,454451000.0,657066000.0,-202615000.0,3185706000.0,-1772992000.0,,,,3149604000.0,,193143000.0,1340194000.0,1350210000.0,5.03,5.73,5.38,4.61,5.6,5.105,,,,1340194000.0,-1205299000.0,1.0,1.0
00156354,지엠비코리아,20230323000704,2022,연결,부분(2/7),HEADING,2,2325,323,58127165000.0,59197371000.0,-1070206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00156442,한국가구,20230315000218,2022,연결,OK,HEADING,12,5895,367,6922649000.0,6840686000.0,81963000.0,715361000.0,90621000.0,184319000.0,-93698000.0,306849000.0,363002000.0,,,,621663000.0,,,-255861000.0,253429000.0,5.3,5.34,5.32,5.07,5.6,5.335,,,,255861000.0,-226578000.0,0.01,1.0
00156488,휴스틸,20230322001091,2022,연결,OK,HEADING,10,7426,377,25727158000.0,36245393000.0,-10518235000.0,2475273000.0,736367000.0,705390000.0,30977000.0,2604839000.0,3692546000.0,5259866000.0,0.0,-1567320000.0,2450323000.0,,216985000.0,-1988631000.0,2330528000.0,,,5.18,,,3.99,,,8.7,2276724000.0,-2066832000.0,1.0,1.0
00156691,한국공항,20230314001107,2022,연결,OK,HEADING,7,6227,376,128903410000.0,123844223000.0,5059187000.0,11809801000.0,3738693000.0,3075231000.0,663462000.0,19915734000.0,-22665110000.0,,,,12473263000.0,,,-7342838000.0,8423023000.0,5.03,5.13,5.08,2.84,3.0,2.92,,,,8312047000.0,-7566041000.0,1.0,1.0
00156859,다올투자증권,20230316000958,2022,연결,부분(2/7),HEADING,1,2056,323,8854000000.0,11096000000.0,-2242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00156895,아주IB투자,20230322000729,2022,연결,OK,HEADING,22,6733,368,1186542000.0,1346953000.0,-160411000.0,394569000.0,57344000.0,60517000.0,-3173000.0,656602000.0,402409000.0,324604000.0,0.0,77805000.0,391396000.0,,617323000.0,-105536000.0,124883000.0,,,5.89,,,6.13,,,10.17,190297000.0,-162361000.0,1.0,1.0
00156910,SBI인베스트먼트,20230321000691,2022,연결,OK,HEADING,5,5260,356,2799497000.0,1516901000.0,1282596000.0,468979000.0,76840000.0,28920000.0,47920000.0,62615000.0,-807251000.0,-873904000.0,,66653000.0,516899000.0,,,,,,,5.19,,,5.86,,,,,,,
00156956,한국기업평가,20230320000578,2022,연결,부분(0/7),KEYWORD,1,1811,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00157070,한국단자공업,20230323000756,2022,연결,OK,HEADING,7,5118,393,56380422000.0,10665151000.0,45715271000.0,10905526000.0,1556028000.0,254446000.0,1301582000.0,6150030000.0,-9770158000.0,9444470000.0,-17797000.0,-656515000.0,12461554000.0,2299000000.0,,-4017898000.0,4674245000.0,5.31,5.38,5.345,2.0,5.0,3.5,,,8.91,4604757000.0,-4594204000.0,1.0,1.0
00157104,대동전자,20220616000368,2022,연결,OK,HEADING,9,5810,365,2681134000.0,2589400000.0,91734000.0,418951000.0,70823000.0,54866000.0,15957000.0,270613000.0,280837000.0,254322000.0,0.0,26515000.0,434908000.0,,,-206985000.0,239569000.0,,,3.3,,,3.61,,,8.547,238616000.0,-211509000.0,1.0,1.0
00157399,한솔테크닉스,20230328000853,2022,연결,OK,HEADING,11,6267,373,40358202000.0,12867874000.0,27490328000.0,6025756000.0,1096270000.0,233075000.0,863195000.0,7166858000.0,5559383000.0,6619037000.0,921783000.0,95088000.0,6888951000.0,,,-1723498000.0,1954569000.0,,,5.3,,,4.43,,,,1915452000.0,-1787726000.0,1.0,1.0
00157539,KB오토시스,20230322000771,2022,연결,OK,HEADING,10,6159,387,322428000.0,44263000.0,278165000.0,90140000.0,17348000.0,,17348000.0,97809000.0,-88870000.0,-96018000.0,-3351000.0,10499000.0,107488000.0,30038000.0,1004771000.0,-7509000.0,7952000.0,5.03,7.55,6.29,4.4,4.59,4.495,1.4,14.29,7.845,8014000.0,-7588000.0,1.0,1.0
00157636,케이피에프,20230321001495,2022,연결,부분(0/7),HEADING,1,2096,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00157681,롯데정밀화학,20230314001159,2022,연결,OK,HEADING,12,6057,378,64814811000.0,98461620000.0,-33646809000.0,7537482000.0,2655025000.0,3079089000.0,-424064000.0,1906050000.0,-8671648000.0,-13322648000.0,-209729000.0,3560511000.0,7113418000.0,,254000000.0,-6022862000.0,7226445000.0,,,5.91,,,4.42,,,,7012443000.0,-6292260000.0,1.0,1.0
00157991,한국석유공업,20230316000676,2022,연결,부분(0/7),HEADING,1,2001,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00158015,한국선재,20230316001502,2022,연결,OK,HEADING,8,6743,364,8846278000.0,5856078000.0,2990200000.0,1598963000.0,354641000.0,220198000.0,134443000.0,1584736000.0,602432000.0,416603000.0,-14818000.0,200647000.0,,,,-465451000.0,528227000.0,,,5.89,,,4.48,,,,522091000.0,-478627000.0,1.0,1.0
00158024,KBI메탈,20230322000673,2022,연결,OK,HEADING,16,7173,368,7435725000.0,6954421000.0,481304000.0,1052959000.0,252304000.0,226198000.0,26106000.0,752697000.0,2668195000.0,1586288000.0,411080000.0,670827000.0,1079065000.0,,,-393233000.0,466272000.0,,,5.79,,,1.0,,,,448210000.0,-414624000.0,1.0,1.0
00158112,한국수출포장공업,20230315000812,2022,연결,OK,HEADING,4,3988,347,1060189000.0,1081037000.0,-20848000.0,120054000.0,29897000.0,12636000.0,17261000.0,18026000.0,8090000.0,,,,137315000.0,,1733684000.0,,,,,,,,,,,,,,,
00158149,한국쉘석유,20230323000970,2022,별도,OK,HEADING,11,5523,376,14294070000.0,13395697000.0,898373000.0,914379000.0,452601000.0,343029000.0,109572000.0,1080039000.0,-1700757000.0,2147414000.0,0.0,-446657000.0,1735785000.0,1225000000.0,141000000.0,-813800000.0,742400000.0,,,5.61,,,5.0,,,5.43,729197000.0,-815122000.0,1.0,1.0
00158219,시그네틱스,20230317000783,2022,연결,OK,HEADING,10,4865,359,4354234000.0,579050000.0,3775184000.0,754148000.0,131884000.0,14405000.0,117479000.0,979667000.0,801577000.0,955453000.0,0.0,-153376000.0,,,,-293640000.0,342368000.0,,,5.17,,,4.07,,,,335269000.0,-304563000.0,1.0,1.0
00158307,롯데하이마트,20230314001273,2022,연결,OK,HEADING,10,7167,385,122986604000.0,185664732000.0,-62678128000.0,14058565000.0,4265400000.0,4760136000.0,-494736000.0,12530433000.0,-26738235000.0,-27505296000.0,806962000.0,-39901000.0,33914191000.0,12855000000.0,1303925000.0,-9974043000.0,11775201000.0,,,5.84,,,2.5,,,9.2,11486094000.0,-10313262000.0,1.0,1.0
00158316,NICE,20230321001519,2022,연결,OK,HEADING,7,5142,354,107252535000.0,135786954000.0,-28534419000.0,18405645000.0,3049440000.0,3017782000.0,31658000.0,12074080000.0,-21371371000.0,,,,21455085000.0,,6786720000.0,,,,,,,,,,,,,,,
00158325,NICE평가정보,20230317000824,2022,연결,부분(2/7),HEADING,2,2377,327,38380504000.0,55755363000.0,-17374859000.0,,,,,,,,,,,,3257963000.0,,,,,,,,,,,,,,,
00158501,에스원,20230307000691,2022,연결,OK,HEADING,9,5929,405,332671523625.0,370985715612.0,-38314191987.0,34747051801.0,8127990773.0,7831218629.0,296772144.0,31738755100.0,-27267040249.0,31629257384.0,2028831197.0,-6690048692.0,42875042574.0,42363000000.0,13682000000.0,-22550316275.0,26880968000.0,5.17,5.2,5.185,3.68,5.0,4.34,6.99,7.29,7.14,25754247389.0,-23888999171.0,1.0,1.0
00158565,한국알콜,20230320000539,2022,연결,OK,HEADING,8,6365,367,14077868000.0,15277025000.0,-1199157000.0,1536139000.0,383701000.0,448417000.0,-64716000.0,792941000.0,915025000.0,,,,1494325000.0,,80089000.0,,,5.57,5.82,5.695,6.0,6.6,6.3,,,,,,,
00158909,하나은행,20230316001278,2022,연결,OK,HEADING,21,8180,386,1996586000000.0,2064640000000.0,-68054000000.0,138218000000.0,49398000000.0,43270000000.0,6128000000.0,198401000000.0,19141000000.0,425234000000.0,-337902000000.0,-68191000000.0,144346000000.0,122586000000.0,,-158611000000.0,131206000000.0,,,5.15,,,5.8,,,7.66,128249000000.0,-163448000000.0,1.0,1.0
00159193,한국전력공사,20230525000309,2022,연결,OK,HEADING,10,6532,381,3776715000000.0,3149414000000.0,627301000000.0,496722000000.0,116256000000.0,73484000000.0,42772000000.0,388105000000.0,1001118000000.0,967366000000.0,,45361000000.0,539619000000.0,,144497000000.0,,,5.16,5.19,5.175,,,4.55,,,8.84,,,,
00159218,한전KPS,20230320000353,2022,연결,OK,HEADING,9,6126,376,346976859558.0,424651026296.0,-77674166738.0,43052060444.0,10440879142.0,10228312343.0,212566799.0,55308477180.0,-74969788817.0,-77150545997.0,,,43264627243.0,,5836128720.0,,,5.17,5.27,5.22,3.0,5.58,4.29,,,,,,,
00159254,한국전자홀딩스,20230322001138,2022,연결,OK,HEADING,5,4921,388,28812544000.0,27363155000.0,1449389000.0,3534529000.0,906269000.0,815733000.0,90536000.0,2355665000.0,2591281000.0,3508931000.0,233073000.0,-1150723000.0,3625065000.0,,,-1779480000.0,2056428000.0,5.66,5.73,5.695,2.0,4.5,3.25,,,9.08,2033771000.0,-1828161000.0,1.0,1.0
00159500,한국종합기술,20230316001234,2022,별도,OK,HEADING,16,6786,378,55812497000.0,47155944000.0,8656553000.0,7029177000.0,2023064000.0,1558715000.0,464349000.0,4237784000.0,-4751291000.0,-5104035000.0,,352744000.0,7493525000.0,4434000000.0,,-3016000000.0,3422000000.0,,,5.28,,,4.3,,,5.97,3689828282.0,-3314378858.0,1.0,1.0
00159564,한국주강,20230322000094,2022,연결,OK,HEADING,6,3477,342,1508660741.0,732584169.0,776076572.0,232052292.0,23948532.0,22783346.0,1165186.0,189379860.0,-110418317.0,-96836444.0,,,,,,,,,,,,,,,,,,,,
00159573,한국주철관공업,20230316000941,2022,연결,OK,HEADING,21,7410,388,17269788000.0,13144683000.0,4125105000.0,1926255000.0,345076000.0,246530000.0,98546000.0,2483486000.0,458962000.0,1485084000.0,-101598000.0,-924524000.0,2024801000.0,1804851000.0,,-821266000.0,860827000.0,3.72,3.8,3.76,4.0,5.3,4.65,,,5.05,1067565000.0,-919575000.0,1.0,1.0
00159643,한국증권금융,20230330001452,2022,연결,OK,HEADING,13,6355,375,40625000000.0,57533000000.0,-16908000000.0,5556000000.0,1193000000.0,1326000000.0,-133000000.0,4034000000.0,-7746000000.0,-9690000000.0,-30000000.0,1974000000.0,5423000000.0,,,-4444000000.0,4549000000.0,,,5.2,,,5.06,,,,4444000000.0,-3930000000.0,1.0,1.0
00159698,지역난방공사,20230322000036,2022,연결,OK,HEADING,12,7743,394,91862012000.0,145626492000.0,-53764480000.0,16745767000.0,3447060000.0,3876131000.0,-429071000.0,15248702000.0,40747818000.0,39187825000.0,874301000.0,2434294000.0,16316696000.0,7966000000.0,,-10681500000.0,12878518000.0,5.18,5.22,5.2,3.0,4.0,3.5,,,13.38,12842714000.0,-10895737000.0,1.0,1.0
00159731,글로본,20230321001019,2022,연결,부분(0/7),KEYWORD,4,7719,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00159740,KISCO홀딩스,20230324001226,2022,연결,OK,HEADING,8,5601,391,118585402000.0,137045953000.0,-18460551000.0,9256171000.0,3298498000.0,2944813000.0,353685000.0,6866483000.0,2092208000.0,-16105942000.0,127782000.0,18070368000.0,12554669000.0,8645000000.0,114330000.0,-6232975000.0,7069877000.0,,,5.94,,,5.12,4.0,6.0,5.0,6999485000.0,-6403592000.0,1.0,1.0
00159786,유니드,20230308000675,2022,연결,OK,HEADING,7,6581,379,44812323000.0,49365150000.0,-4552827000.0,5192401000.0,1838113000.0,1855128000.0,-17015000.0,1674151000.0,-3753057000.0,-3811110000.0,0.0,58053000.0,7030514000.0,3600000000.0,222175000.0,-2224871000.0,2735094000.0,,,5.5,,,4.0,,,,2464817000.0,-2510445000.0,1.0,1.0
00159795,한국카본,20230321001102,2022,연결,OK,HEADING,4,3709,353,18203051000.0,20415473000.0,-2212422000.0,900423000.0,549523000.0,500818000.0,48705000.0,90110000.0,2539956000.0,2494548000.0,0.0,45408000.0,,622000000.0,,,,,,,,,,,,,,,,
00159874,한국지주,20230331002160,2022,연결,부분(2/7),HEADING,2,2746,323,,410278000.0,,,,6039000.0,,88248000.0,,,,,48018000.0,,,,,,,,,,,,,,,,,
00159971,KC그린홀딩스,20230331001047,2022,연결,OK,HEADING,14,5607,357,35766901000.0,35746166000.0,20735000.0,13319743000.0,897309000.0,835387000.0,61922000.0,12350840000.0,4206559000.0,4206559000.0,,,13381665000.0,,,,,,,4.31,,,3.56,,,,,,,
00160010,한국큐빅,20230321000046,2022,연결,OK,HEADING,8,5325,361,6454635000.0,8095546000.0,-1640911000.0,1247318000.0,251035000.0,244143000.0,6892000.0,1082413000.0,892654000.0,,,,505965000.0,,,-343000000.0,399000000.0,,,5.91,,,3.48,,,5.98,387000000.0,-359000000.0,1.0,1.0
00160205,한국내화,20230320000791,2022,연결,부분(2/7),HEADING,1,2067,323,32044367000.0,37370283000.0,-5325916000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00160418,한국무브넥스,20230323000478,2022,연결,OK,HEADING,13,5810,356,42318262000.0,47558496000.0,-5240234000.0,3857203000.0,1363288000.0,1301210000.0,62078000.0,3177096000.0,3835739000.0,,,,3284280000.0,,,,,,,6.03,,,4.23,,,,,,,
