corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid
00127699,유네코,20240328000288,2023,연결,OK,HEADING,15,6043,385,1591752000.0,1451743000.0,140009000.0,479848000.0,78232000.0,6250000.0,71982000.0,682610000.0,153852000.0,65416000.0,,88436000.0,558080000.0,535000000.0,,-63880000.0,72462000.0,4.47,4.56,4.515,5.0,6.0,5.5,6.9,7.7,7.3
00127802,삼익THK,20240314001617,2023,연결,OK,HEADING,8,6642,391,46199504773.0,43232428250.0,2967076523.0,3945323204.0,1863303666.0,2469022103.0,-605718437.0,2951419698.0,3286147600.0,4320722797.0,,-1034575197.0,3339604767.0,3000000000.0,,-3659329073.0,4302877998.0,5.16,5.21,5.185,3.44,5.0,4.22,,,10.73
00127909,삼일,20240315000519,2023,별도,부분(2/7),HEADING,1,1952,322,1980840817.0,1647550177.0,333290640.0,,,,,,,,,,,,,,,,,,,,,,,
00127936,삼일기업공사,20240322000965,2023,별도,부분(1/7),HEADING,4,2635,317,,,,10600000.0,,,,,,,,,246257000.0,,,,,,,,,,,,,
00127954,CJ프레시웨이,20240320001012,2023,연결,OK,HEADING,11,5069,384,124809105000.0,93772617000.0,31036488000.0,20161033000.0,4900287000.0,4763072000.0,137215000.0,14313568000.0,13444134000.0,6607222000.0,0.0,6836912000.0,,,,-4500000000.0,5120000000.0,3.97,4.99,4.48,1.92,5.0,3.46,,,5.72
00128032,삼일제약,20240314001673,2023,연결,OK,HEADING,16,6590,372,29089442000.0,17779251000.0,11310191000.0,3062269000.0,1378297000.0,994612000.0,383685000.0,2176180000.0,1017160000.0,1450128000.0,-876000.0,567908000.0,3445954000.0,,,-1764217000.0,2060242000.0,,,4.97,,,2.0,,,
00128111,포스코엠텍,20240315000766,2023,별도,OK,HEADING,17,7106,381,54683461000.0,74298257000.0,-19614796000.0,4533290000.0,2411943000.0,3124737000.0,-712794000.0,4649324000.0,2535627000.0,1781887000.0,-101117000.0,854857000.0,3820496000.0,,1139335000.0,-4033520000.0,3513728000.0,,,4.46,,,2.55,,,7.24
00128175,원익큐브,20240318000536,2023,연결,OK,HEADING,9,5799,375,6153135509.0,5601272169.0,551863340.0,634613244.0,275575596.0,264029640.0,11545956.0,425759825.0,171808706.0,57090575.0,-163404.0,114881535.0,646159200.0,,,-230582494.0,260461866.0,4.42,4.62,4.52,3.95,4.37,4.16,,,
00128227,삼정펄프,20240320000477,2023,별도,OK,HEADING,12,6985,363,5838547000.0,5838547000.0,0.0,729365000.0,238013000.0,255076000.0,-17063000.0,536227000.0,435870000.0,77656000.0,0.0,325270000.0,967378000.0,,529865000.0,-234548000.0,268035000.0,,,5.3,,,4.0,,,
00128315,삼지전자,20240315000002,2023,연결,OK,HEADING,17,9277,383,12372372000.0,15005905000.0,-2633533000.0,2092880000.0,,,-308735000.0,2641330000.0,-6380000.0,-11385000.0,-1361833000.0,-1361833000.0,1784145000.0,,2300573000.0,,,4.52,5.12,4.82,3.45,4.52,3.985,6.32,8.22,7.27
00128412,삼진제약,20240314001307,2023,연결,OK,HEADING,13,5478,370,86471286000.0,95947772000.0,-9476486000.0,4695578000.0,3856592000.0,4499595000.0,-643003000.0,6128271000.0,8852411000.0,,,,4052575000.0,,637124000.0,-5331835776.0,6391087576.0,,,4.38,,,3.47,,,6.97
00128546,삼천당제약,20240320001960,2023,연결,OK,HEADING,13,7273,397,28604991000.0,16287032000.0,12317959000.0,3030462000.0,963034000.0,693242000.0,269792000.0,1982934000.0,2240748000.0,2125707000.0,58836000.0,-42276000.0,3300255000.0,3375038000.0,,-1429246000.0,1651312000.0,4.26,4.31,4.285,2.84,7.19,5.015,8.58,10.03,9.305
00128661,에스에이엠티,20240314001752,2023,연결,OK,HEADING,12,5363,376,5596437000.0,7572718000.0,-1976281000.0,1120853000.0,382936000.0,442213000.0,-59277000.0,1747957000.0,-1163839000.0,657339000.0,4716000.0,-1824894000.0,1951759000.0,,890183000.0,-409011000.0,472423000.0,,,4.94,,,4.52,,,8.15
00128971,디엘건설,20240319000567,2023,연결,OK,HEADING,11,6657,382,55785000000.0,67105000000.0,-11320000000.0,6998000000.0,2787000000.0,2780000000.0,7000000.0,8394000000.0,6487000000.0,4174000000.0,511000000.0,1802000000.0,7005000000.0,,2028000000.0,-3418000000.0,3946000000.0,,,5.22,,,3.78,,,6.87
00128980,삼호개발,20240321001103,2023,연결,OK,HEADING,7,4786,363,27073037000.0,27017795000.0,55242000.0,3900775000.0,1017238000.0,1129409000.0,-112171000.0,2863857000.0,2780310000.0,,,,3788604000.0,,,-1191221632.0,1298697776.0,,,4.34,,,5.5,,,
00129013,CJ씨푸드,20240319000639,2023,연결,OK,HEADING,17,6781,368,12813399000.0,14514402000.0,-1701003000.0,1109287000.0,492083000.0,589683000.0,-97600000.0,1347838000.0,816545000.0,496663000.0,0.0,319882000.0,,,190345000.0,-602760000.0,688869000.0,,,4.83,,,2.55,,,5.8
00129235,삼화왕관,20240314001652,2023,연결,OK,HEADING,9,5992,378,10152903000.0,11083012000.0,-930109000.0,933369000.0,438928000.0,516140000.0,-77212000.0,528098000.0,1075989000.0,689248000.0,206367000.0,180374000.0,1372297000.0,,652857000.0,-463296000.0,508579000.0,,,4.06,3.5,4.2,3.85,,,4.99
00129271,삼화전기,20240314000726,2023,연결,OK,HEADING,8,4190,358,25030366000.0,18698223000.0,6332143000.0,1926100000.0,893512000.0,746469000.0,147043000.0,2483438000.0,1743792000.0,1197795000.0,-15011000.0,561808000.0,2819612000.0,,,,,,,,,,,,,
00129350,삼화콘덴서공업,20240314001464,2023,연결,OK,HEADING,8,5268,373,26552957000.0,29456740000.0,-2903783000.0,1964963000.0,1354292000.0,1641669000.0,-287377000.0,3255486000.0,1931018000.0,1392292000.0,807000.0,538919000.0,1677586000.0,,,-1824339000.0,2136438000.0,,,5.13,,,6.0,,,
00129387,삼화페인트공업,20240320000357,2023,연결,OK,HEADING,12,8783,375,16254913828.0,18800848636.0,-2545934808.0,2396536725.0,673555116.0,903584839.0,-230029723.0,1643652000.0,148100285.0,524582615.0,-224766803.0,-151715327.0,2198184407.0,,4552000000.0,-856794643.0,876522366.0,,,5.12,,,3.83,,,6.07
00129615,상보,20240315000798,2023,연결,OK,HEADING,8,6278,377,7167144000.0,694523000.0,6472621000.0,750687000.0,297283000.0,24565000.0,272718000.0,411920000.0,521966000.0,494837000.0,-12947000.0,32792000.0,1023405000.0,,,-586251000.0,658389000.0,4.53,4.56,4.545,4.0,5.8,4.9,,,
00129642,상신브레이크,20240315000633,2023,연결,OK,HEADING,9,5626,396,57844573958.0,64956934524.0,-7112360566.0,5425069698.0,2326904040.0,3132685248.0,-805781208.0,4068476559.0,137794506.0,409449114.0,-275864818.0,4639210.0,4619288490.0,,15431295.0,-3685415128.0,4278104668.0,4.55,5.43,4.99,3.1,5.0,4.05,5.62,9.54,7.58
00129679,녹십자,20240320001551,2023,연결,OK,HEADING,7,5074,392,161361000000.0,185398000000.0,-24037000000.0,22220000000.0,8821000000.0,9309000000.0,-488000000.0,18562000000.0,-20130000000.0,-17040000000.0,-30000000.0,-3060000000.0,,,,-11449000000.0,13202000000.0,4.42,4.61,4.515,4.0,5.31,4.655,6.97,9.9,8.435
00129989,코스모신소재,20240315000492,2023,별도,OK,HEADING,18,6956,378,34710541242.0,24606619185.0,10103922057.0,2436176723.0,1189704276.0,944932620.0,244771656.0,1427754080.0,4635622559.0,1106361304.0,,3529261255.0,2680948379.0,4000000000.0,,-1946321341.0,2203620860.0,,,4.417,,,4.0,,,7.42
00130152,서광,20240326000336,2023,연결,부분(0/7),HEADING,1,2137,570,,,,,,,,,,,,,,,,,,,,,,,,,,
00130383,서부T&D,20240321000430,2023,연결,OK,HEADING,11,6944,369,6146308000.0,6632700000.0,-486392000.0,1716673000.0,219378000.0,240320000.0,-20942000.0,975495000.0,450912000.0,73458000.0,,377454000.0,2086064000.0,,390333000.0,332875000.0,337509000.0,,,4.17,,,4.68,,,5.31
00130587,서울전자통신,20240321001873,2023,연결,OK,HEADING,8,6332,376,2094532000.0,2292989000.0,-198457000.0,341164000.0,104919000.0,114709000.0,-9790000.0,575383000.0,92322000.0,127274000.0,,-34952000.0,331374000.0,280214000.0,5567000.0,-169527000.0,166215000.0,,,4.09,5.08,5.15,5.115,,,8.29
00130763,서울반도체,20240320002057,2023,연결,부분(1/7),HEADING,1,2073,319,6510222000.0,,6510222000.0,,,,,,,,,,,,,,,,,,,,,,,
00130772,SBS,20240321001674,2023,연결,OK,HEADING,31,10323,392,196211022000.0,237556473000.0,-41345451000.0,14267691000.0,9405527000.0,11646706000.0,-2241179000.0,19756360000.0,17016894000.0,14825952000.0,860119000.0,1330823000.0,12026512000.0,,2434562000.0,-15618686000.0,17597042000.0,3.98,5.75,4.865,4.0,5.32,4.66,,,
00130879,서울식품공업,20240320001070,2023,연결,부분(4/7),HEADING,14,5543,358,7534032956.0,1879827301.0,5654205655.0,,,110862288.0,,1293986438.0,1107705970.0,497794759.0,1013278.0,608897933.0,897969648.0,,,-321788881.0,371802182.0,,,4.77,,,3.51,,,
00131018,서울제약,20240320001139,2023,별도,OK,HEADING,22,8092,368,4102315000.0,1019355000.0,3082960000.0,704324000.0,167820000.0,35211000.0,132609000.0,287906000.0,452266000.0,350764000.0,1850000.0,99652000.0,836933000.0,,,-282590000.0,330977000.0,,,4.96,,,4.45,,,7.7
00131054,유진증권,20240318000590,2023,연결,부분(0/7),HEADING,2,2396,315,,,,,,,,,,,,,,,7714553000.0,,,,,,,,,,,
00131692,서흥,20240321001350,2023,연결,OK,HEADING,6,3989,356,48156276000.0,50744133000.0,-2587857000.0,5631772000.0,1163550000.0,1178395000.0,-14845000.0,3987258000.0,-1210957000.0,-2452088000.0,-577466000.0,818597000.0,,,,,,,,,,,,,,
00131832,SK디스커버리,20240320001824,2023,연결,OK,HEADING,20,8650,398,250198136000.0,303015568000.0,-52817432000.0,27857570000.0,9049638000.0,13147251000.0,-4097613000.0,17426830000.0,28260913000.0,23661896000.0,-259267000.0,4689025000.0,23759957000.0,8920234000.0,937524000.0,-16934914000.0,19585374000.0,3.67,5.0,4.335,2.0,7.81,4.905,,,8.17
00131850,SK증권,20240315000894,2023,연결,OK,HEADING,18,6759,399,57308000000.0,58181000000.0,-873000000.0,9681000000.0,2634000000.0,2412000000.0,222000000.0,7801000000.0,961000000.0,2394000000.0,-330000000.0,-1103000000.0,9903000000.0,,2058000000.0,-2805000000.0,3153000000.0,4.32,5.07,4.695,4.45,4.79,4.62,5.361,6.17,5.7655
00131896,선광,20240313001244,2023,연결,OK,HEADING,15,5887,383,23738513000.0,18817496000.0,4921017000.0,2419333000.0,1049327000.0,885506000.0,163821000.0,731779000.0,2675285000.0,2356164000.0,-9000.0,319130000.0,,520000000.0,,,,4.24,5.29,4.765,5.0,6.0,5.5,5.57,7.64,6.605
00132202,선진뷰티사이언스,20240321000816,2023,연결,OK,HEADING,10,4450,358,1856244000.0,531628000.0,1324616000.0,108439000.0,83271000.0,,83271000.0,77132000.0,61185000.0,61185000.0,,,191710000.0,,568000000.0,-70810000.0,69555000.0,,,3.96,,,12.01,,,
00132318,성광벤드,20240320000640,2023,연결,OK,HEADING,7,6152,359,29210107000.0,30633523000.0,-1423416000.0,2367016000.0,1377386000.0,1102079000.0,275307000.0,2617561000.0,3254654000.0,2531348000.0,,723306000.0,,,,,,,,5.08,,,4.14,,,
00132354,쿠쿠홀딩스,20240326000734,2023,연결,OK,HEADING,14,6353,381,34149403000.0,39541402000.0,-5391999000.0,3714370000.0,1351791000.0,2111250000.0,-759459000.0,2388226000.0,-439090000.0,1776004000.0,0.0,-2215094000.0,,3145277000.0,,-2081864000.0,2350424000.0,4.81,4.86,4.835,,,5.7,,,8.05
00132488,신세계톰보이,20240312000968,2023,별도,OK,HEADING,11,5854,368,9665796000.0,11661767000.0,-1995971000.0,543987000.0,157627000.0,232456000.0,-74829000.0,399661000.0,-219349000.0,176337000.0,2372000.0,-397658000.0,469158000.0,,,-683613000.0,749425000.0,,,4.55,,,4.9,,,7.55
00132628,성문전자,20240315000212,2023,연결,OK,HEADING,20,7768,365,3209592000.0,3067437000.0,142155000.0,287264000.0,49061000.0,149436000.0,-100375000.0,533692000.0,156770000.0,66351000.0,,66154000.0,-378300000.0,,,-42409000.0,47952000.0,,,4.49,,,3.0,,,4.8965
00132637,동원시스템즈,20240319000775,2023,연결,OK,HEADING,18,8003,383,58850865000.0,65543148000.0,-6692283000.0,6458772000.0,2311166000.0,3078018000.0,-766852000.0,4993992000.0,3423584000.0,3357945000.0,0.0,65639000.0,5691919000.0,6630000000.0,2606401000.0,-3397233000.0,3865879000.0,,,4.14,,,4.09,,,6.43
00132725,SB성보,20240320000890,2023,연결,OK,HEADING,14,5545,355,7101733000.0,7647643000.0,-545910000.0,673609000.0,322825000.0,401507000.0,-78682000.0,866488000.0,498282000.0,,,,594927000.0,,,-429965000.0,481704000.0,,,4.174,,,5.41,,,
00132804,성신양회,20240313001512,2023,연결,OK,HEADING,9,7162,391,105181443000.0,37860083000.0,67321360000.0,5477107000.0,4635727000.0,1833823000.0,2801904000.0,13243926000.0,5945570000.0,4861691000.0,-35646000.0,1118525000.0,8472774000.0,,126409000.0,-4504309514.0,4940898612.0,4.27,4.57,4.42,3.64,4.5,4.07,,,
00132868,성안머티리얼스,20240321001113,2023,연결,OK,HEADING,9,7116,363,1576784856.0,499271068.0,1077513788.0,266862732.0,69528072.0,37199856.0,32328216.0,1715568385.0,209728503.0,39278886.0,0.0,170449617.0,,,,-38487658.0,41746731.0,,,4.19,,,4.5,,,4.15
00132992,성우하이텍,20240320000743,2023,연결,부분(2/7),HEADING,1,2273,323,125619347000.0,127440344000.0,-1840426000.0,,,,,,,,,,,,,,,,,,,,,,,
00133089,성원,20240401002601,2023,별도,부분(2/7),HEADING,1,2065,323,5785752000.0,3052539000.0,2733213000.0,,,,,,,,,,,,,,,,,,,,,,,
00133317,에스티씨라이프,20240329001512,2023,별도,부분(0/7),HEADING,1,1988,571,,,,,,,,,,,,,,,,,,,,,,,,,,
00133335,성창기업지주,20240318000483,2023,연결,OK,HEADING,4,2914,343,11295102000.0,12841320000.0,-1546218000.0,1696042000.0,690573000.0,,,3271002000.0,-148495000.0,516608000.0,,-665103000.0,,,,,,,,,,,,,,
00133511,SG세계물산,20240318000337,2023,연결,OK,HEADING,9,6293,377,6569156000.0,5909413000.0,659743000.0,821315000.0,153692000.0,275792000.0,-122100000.0,1282401000.0,221011000.0,-152022000.0,90323000.0,282710000.0,714529000.0,,,-278089000.0,281197000.0,4.46,4.51,4.485,4.26,6.62,5.44,,,
00133618,세기상사,20240315000554,2023,별도,OK,HEADING,10,6346,360,449185000.0,64565000.0,384620000.0,112873000.0,12299000.0,1852000.0,10447000.0,21293000.0,46736000.0,23169000.0,0.0,23567000.0,123320000.0,,,-17231000.0,19701000.0,,,5.22,,,4.55,,,
00133663,세동,20240320000575,2023,연결,OK,HEADING,9,6499,369,10357325000.0,3927872000.0,6429453000.0,818249000.0,394144000.0,167651000.0,226493000.0,628928000.0,652917000.0,288251000.0,-121155000.0,485821000.0,1101284000.0,,56254000.0,-516955000.0,607456000.0,,,4.82,,,4.01,,,
00133706,한국제지,20240314001202,2023,연결,OK,HEADING,16,7925,390,52904908000.0,44374247000.0,8530661000.0,3609422000.0,2244201000.0,2208141000.0,36060000.0,6702072000.0,2421285000.0,1977471000.0,-1537000.0,746877000.0,5853623000.0,4766680000.0,,-2769932000.0,2011443000.0,4.48,4.71,4.595,3.0,3.79,3.395,,,
00133751,세명전기,20240312000421,2023,별도,부분(0/7),HEADING,1,1899,588,,,,,,,,,,,,,,,,,,,,,,,,,,
00133858,세방전지,20240313000935,2023,연결,OK,HEADING,12,5311,399,59579052000.0,61470783000.0,-1891731000.0,8289729000.0,2184689000.0,2516397000.0,-331708000.0,3867132000.0,9034631000.0,5540043000.0,-673980000.0,4168568000.0,12143707000.0,,721000000.0,-2246327000.0,2474276000.0,4.51,5.39,4.95,4.0,5.0,4.5,5.16,14.11,9.635
00133991,세아특수강,20240313001227,2023,연결,OK,HEADING,15,6098,392,20360155000.0,29264943000.0,-8904788000.0,2050750000.0,1017769000.0,1363742000.0,-345973000.0,5388044000.0,1994471000.0,834480000.0,-41088000.0,1201079000.0,3068519000.0,,500439000.0,-1482099000.0,1046891000.0,4.92,5.01,4.965,2.44,3.73,3.085,,,9.22
00134477,SNT다이내믹스,20240221001483,2023,연결,부분(2/7),HEADING,4,3360,330,2616494000.0,5832000.0,2610662000.0,,,,,,,,,,1351097000.0,,8400485000.0,,,,,,,,,,,
00134565,이스타코,20240321000655,2023,별도,부분(0/7),HEADING,1,2294,479,,,,,,,,,,,,,,,,,,,,,,,,,,
00134723,페이퍼코리아,20240321001475,2023,연결,OK,HEADING,19,6757,386,16895479000.0,7053718000.0,9841761000.0,1376689000.0,786981000.0,222365000.0,564616000.0,1800944000.0,1763234000.0,1060879000.0,2057000.0,700298000.0,1876124000.0,,303819000.0,-935249000.0,1032666000.0,4.63,4.93,4.78,1.74,3.0,2.37,,,
00134963,송원산업,20240229001224,2023,연결,OK,HEADING,8,12329,379,119688000000.0,137481000000.0,-17793000000.0,4976000000.0,4624000000.0,6366000000.0,-1742000000.0,4903000000.0,11518000000.0,8708000000.0,-12000000.0,2822000000.0,3579000000.0,,,-7370000000.0,6498000000.0,,,5.13,,,3.76,,,10.0
00135050,팜젠사이언스,20240320000880,2023,연결,OK,HEADING,9,4530,366,13624930000.0,302870000.0,13322060000.0,1642398000.0,686017000.0,16558000.0,669459000.0,1750409000.0,908800000.0,553721000.0,-227000.0,355306000.0,2328415000.0,,,-752599000.0,847702000.0,,,5.2,,,4.5,,,
00135111,수산세보틱스,20240320001315,2023,연결,OK,HEADING,16,6723,391,15015087000.0,17767442000.0,-2752355000.0,2284601000.0,805986000.0,835566000.0,-29580000.0,2200496000.0,-1340752000.0,-927540000.0,69515000.0,-482727000.0,3157075000.0,,,-901390000.0,1046368000.0,4.13,5.54,4.835,2.93,8.94,5.935,6.45,7.8,7.125
00135467,승일,20240313000786,2023,연결,부분(0/7),HEADING,2,2316,315,,,,,,,,,,,,,,,1306792000.0,,,,,,,,,,,
00135917,한화손해보험,20240430000147,2023,연결,부분(0/7),HEADING,2,2109,448,,,,,,,,,,,,,,,,,,,,,,,,,,
00135999,신라섬유,20240308000397,2023,별도,OK,HEADING,30,13306,366,312779000.0,415676000.0,-102897000.0,26167000.0,10857000.0,14272000.0,-3415000.0,8876000.0,-11748000.0,-6438000.0,0.0,-5310000.0,22752000.0,17304000.0,,-9960000.0,11340000.0,,,4.33,,,2.43,,,7.02
00136086,무림페이퍼,20240318000526,2023,연결,OK,HEADING,14,7016,392,99938315000.0,16528402000.0,83409913000.0,6943432000.0,4337508000.0,863079000.0,3474429000.0,6919049000.0,6715697000.0,6902221000.0,-1000.0,-186523000.0,12254639000.0,7034000000.0,948000000.0,-8481282775.0,9901271109.0,4.28,5.08,4.68,3.0,5.09,4.045,,,
00136101,메이슨캐피탈,20230621000034,2023,연결,OK,HEADING,14,5406,356,134734000.0,130018000.0,4716000.0,142589000.0,2788000.0,6551000.0,-3763000.0,127955000.0,-65786000.0,,,,138826000.0,,,-5918000.0,6833000.0,,,5.04,,,2.0,,,8.45
00136165,스페코,20240320001678,2023,연결,OK,HEADING,14,5955,376,3702121000.0,3509735000.0,192386000.0,326687000.0,131223000.0,176209000.0,-45000000.0,351927000.0,150025000.0,120414000.0,1545000.0,28066000.0,457910000.0,294379000.0,,,,4.77,9.5,7.135,4.0,4.5,4.25,,,5.7
00136226,신성델타테크,20240318000790,2023,연결,부분(0/7),HEADING,1,2338,541,,,,,,,,,,,,,,,,,,,,,,,,,,
00136378,신세계,20240313001406,2023,연결,부분(2/7),HEADING,1,2074,323,410784000000.0,462678000000.0,-51894000000.0,,,,,,,,,,,,,,,,,,,,,,,
00136457,SH에너지화학,20240321001086,2023,연결,OK,HEADING,13,6099,376,14532164000.0,3798997000.0,10723853000.0,1307835000.0,627457000.0,158496000.0,468961000.0,517464000.0,26764000.0,581937000.0,-100485000.0,-454688000.0,2103306000.0,500000000.0,69000000.0,-727654000.0,825586000.0,,,4.16,,,5.96,,,5.57
00136624,신영와코루,20240314000193,2023,연결,OK,HEADING,11,6648,375,17160613000.0,20154151000.0,-2993538000.0,1259114000.0,576605000.0,661273000.0,-84668000.0,2309551000.0,-306093000.0,532560000.0,0.0,214553000.0,1211851000.0,55000000.0,55000000.0,-898359000.0,992220000.0,,,3.19,,,3.0,,,5.53
00136721,신영증권,20230615000542,2023,연결,OK,HEADING,14,7106,373,14323318000.0,16688306000.0,-2364988000.0,986332000.0,492293000.0,510756000.0,-18463000.0,387000000.0,-314958000.0,-363945000.0,0.0,48987000.0,967870000.0,,4990192000.0,,,4.29,4.72,4.505,2.27,3.0,2.635,,,
00136925,신원종합개발,20240320000670,2023,별도,OK,HEADING,6,3194,342,4111821000.0,846484000.0,3265337000.0,1043870000.0,186133000.0,39184000.0,146949000.0,1765202000.0,588941000.0,,,,,,,,,,,,,,,,,
00137012,에스앤더블류,20240320001167,2023,별도,OK,HEADING,16,5973,365,4773981000.0,98294000.0,4675687000.0,459756000.0,188685000.0,0.0,188685000.0,249790000.0,718497000.0,519368000.0,-2283000.0,201412000.0,648441000.0,,,-317551000.0,363012000.0,,,4.24,,,4.11,,,7.0
00137058,신일제약,20240315000801,2023,별도,OK,HEADING,14,5286,362,12821817064.0,10401192899.0,2394124195.0,1570981024.0,326226803.0,394393036.0,-68166233.0,1481444340.0,912594895.0,,,,1502814791.0,,54787308.0,-343316427.0,372760025.0,,,4.092,,,4.84,,,
00137252,사조동아원,20240313001271,2023,연결,OK,HEADING,6,6110,370,17745530000.0,19364290000.0,-1618760000.0,1294821000.0,682597000.0,897630000.0,-215033000.0,937300000.0,2683802000.0,855000.0,0.0,2682947000.0,1079788000.0,,307374000.0,-950334000.0,1059748000.0,,,4.07,,,4.04,,,
00137289,이엘씨,20240321001708,2023,연결,OK,HEADING,11,7241,386,5075467518.0,5421897345.0,-346429827.0,552399749.0,214685787.0,250599570.0,-35913783.0,1106892632.0,307108612.0,305588094.0,,1520518.0,516485966.0,579000000.0,,-364354222.0,419375480.0,3.93,4.32,4.125,3.79,4.5,4.145,7.9,11.54,9.72
00137456,신한캐피탈,20240516000693,2023,연결,OK,HEADING,9,6306,377,23182000000.0,22836000000.0,346000000.0,2395000000.0,1132000000.0,1121000000.0,11000000.0,2262000000.0,2397000000.0,1781000000.0,,616000000.0,2406000000.0,2800000000.0,,-2124000000.0,2490000000.0,,,5.1,,,3.04,,,10.36
00137517,신한라이프생명보험,20240430001046,2023,연결,OK,HEADING,11,7259,391,124188000000.0,156648000000.0,-32460000000.0,7832000000.0,6225000000.0,9093000000.0,-2868000000.0,22012000000.0,10906000000.0,9708000000.0,0.0,1198000000.0,4896000000.0,8000000000.0,5734000000.0,-12359000000.0,14393000000.0,5.2,,5.2,,,,11.2,11.5,11.35
00137809,SHD,20240320000855,2023,별도,OK,HEADING,16,7021,370,2075435000.0,2435947000.0,-360512000.0,235276000.0,79577000.0,103390000.0,-23813000.0,36438000.0,155185000.0,116073000.0,,39112000.0,211463000.0,250700000.0,117878000.0,-138765000.0,161348000.0,,,4.52,,,4.5,,,7.84
00137915,에스엠코어,20240320001714,2023,연결,OK,HEADING,17,6566,368,7841225000.0,6427698000.0,1413527000.0,1492977000.0,385401000.0,411921000.0,-26520000.0,1519768000.0,-113332000.0,-772677000.0,-4630000.0,663975000.0,1466457000.0,,,-521798000.0,623865000.0,,,5.0,,,5.0,,,
00138020,SK실트론,20240329002433,2023,연결,부분(2/7),HEADING,6,2909,327,170295912000.0,253555401000.0,-83259489000.0,,,,,,,,,,,,3740480000.0,,,,,,,,,,,
00138057,써니전자,20240315000788,2023,연결,OK,HEADING,8,5212,365,1021615000.0,1037808000.0,-16193000.0,110874000.0,49861000.0,57025000.0,-7164000.0,161533000.0,91783000.0,57228000.0,,34555000.0,160735000.0,0.0,,-58748000.0,67999000.0,,,4.67,,,3.0,,,6.3
00138190,GS글로벌,20240328001504,2023,연결,OK,HEADING,17,8366,379,34217910000.0,36147775000.0,-1929865000.0,3459392000.0,1413020000.0,1768035000.0,-355015000.0,2497021000.0,2787279000.0,2722177000.0,,,,,25431000.0,-2045550000.0,1710698000.0,2.16,7.25,4.705,1.84,8.0,4.92,,,
00138242,KG모빌리티,20240318000335,2023,연결,OK,HEADING,10,7353,385,345461785000.0,1472785000.0,343989000000.0,23932758000.0,14310284000.0,39856000.0,14270428000.0,20179728000.0,44117362000.0,22678096000.0,-147564000.0,21586830000.0,38203086000.0,,1104317000.0,-21795894000.0,23957866000.0,4.0,5.34,4.67,,,3.0,,,
00138279,S-Oil,20240320001242,2023,연결,OK,HEADING,9,4248,387,518822000000.0,643078000000.0,-124256000000.0,46199000000.0,25875000000.0,35070000000.0,-9195000000.0,43019000000.0,25680000000.0,30676000000.0,-873000000.0,-4123000000.0,72074000000.0,75328000000.0,12950000000.0,-42903360000.0,49304922000.0,,,5.04,,,5.97,,,8.99
00138297,STX,20240321001859,2023,연결,OK,HEADING,8,5266,367,19150000000.0,18895000000.0,255000000.0,1327000000.0,870000000.0,940000000.0,-70000000.0,1372000000.0,959000000.0,,,,2420000000.0,,1288000000.0,-1103000000.0,1251000000.0,,,4.1,,,2.3,,,6.435
00138303,아이티센엔텍,20240319000874,2023,연결,OK,HEADING,8,5698,384,28543802000.0,23108698000.0,5435104000.0,,,1121360000.0,,5258904000.0,1956359000.0,2398308000.0,44883000.0,-502259000.0,,,1711521000.0,-1576315000.0,1769487000.0,4.2,4.5,4.35,4.0,7.3,5.65,9.27,9.36,9.315
00138321,신한투자증권,20240516000067,2023,연결,부분(0/7),KEYWORD,16,21878,470,,,,,,,,,,,,,,,,,,,,,,,,,,
00138367,플레이위드,20240321000005,2023,별도,OK,HEADING,7,5771,364,2439847000.0,1647382000.0,792465000.0,324727000.0,94990000.0,58276000.0,36714000.0,269810000.0,182527000.0,98871000.0,,83656000.0,361441000.0,,,-105810000.0,123626000.0,,,4.24,,,2.0,,,9.81
00138516,아남전자,20240314000188,2023,연결,OK,HEADING,13,5566,347,3861568.0,4579901.0,-718333.0,501100.0,240442.0,258504.0,-18062.0,887554.0,-168109.0,121120.0,,-289011.0,483038.0,,,-198032.0,223189.0,,,5.16,,,3.36,,,
00138598,아비코전자,20240320000840,2023,연결,OK,HEADING,21,7647,366,9615531665.0,6398821891.0,3216709774.0,1390080382.0,391763532.0,351999665.0,39763867.0,1256081154.0,903890927.0,861870719.0,,,1435476791.0,,,-286725779.0,691489438.0,,,4.915,,,3.035,,,7.9035
00138695,뉴아세아,20240401004360,2023,별도,부분(0/7),KEYWORD,1,2103,467,,,,,,,,,,,,,,,,,,,,,,,,,,
00138701,아세아,20240313001757,2023,연결,부분(2/7),HEADING,1,2167,320,132089122.0,119970348.0,12118774.0,,,,,,,,,,,,,,,,,,,,,,,
