corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00139153,에코플라스틱,20180402003989,2017,OK|연결,OK,12,13343,410,OK,47129701000.0,22136959000.0,24992742000.0,7555027000.0,1325882000.0,575785000.0,750097000.0,2557104000.0,5136964000.0,,,,8305124000.0,,,-3680939000.0,3708964000.0,2.91,3.67,3.29,,,,,,,3713799000.0,-3738800000.0,1.0,1.0
00139205,안국약품,20180402003300,2017,OK|연결,OK,8,5246,409,OK,12154915000.0,844023000.0,11310892000.0,2155230000.0,265174000.0,18893000.0,246281000.0,2410042000.0,451485000.0,249755000.0,2343000.0,199387000.0,2420314000.0,,,-489202000.0,531384000.0,,,2.34,,,3.0,,,,536386000.0,-493984000.0,1.0,1.0
00139214,삼성화재해상보험,20180402004690,2017,OK|연결,OK,17,6866,415,OK,443143000000.0,493692000000.0,-50549000000.0,45125000000.0,14078000000.0,14592000000.0,-514000000.0,41475000000.0,-6521000000.0,,,,44611000000.0,,3829000000.0,-26694000000.0,28068000000.0,,,3.5,,,3.94,,,6.14,27316000000.0,-27774000000.0,1.0,1.0
00139454,애경산업,20180330002429,2017,OK|연결,OK,10,6256,406,OK,40194335000.0,31570934000.0,8623401000.0,4853865000.0,799948000.0,622886000.0,177062000.0,6428963000.0,3251481000.0,,,,5030927000.0,,,-3078244000.0,3411761000.0,,,2.84,,,6.0,,,,3557371000.0,-3021311000.0,1.0,1.0
00139685,양지사,20170928000318,2017,OK|별도,OK,9,5395,403,OK,5530648000.0,4872273000.0,658375000.0,951269000.0,85923000.0,87081000.0,-1158000.0,705001000.0,-110085000.0,227391000.0,,-117306000.0,950111000.0,,,-400332000.0,193737000.0,,,2.69,,,2.0,,,,194236000.0,-405125000.0,1.0,1.0
00139719,와이지-원,20180328000820,2017,OK|연결,부분(0/7),1,1998,497,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00139764,에넥스,20180402004383,2017,OK|연결,OK,11,6764,406,OK,13267677000.0,7255310000.0,6012367000.0,1753621000.0,299940000.0,141155000.0,158785000.0,1219592000.0,-839380000.0,,,,1912406000.0,,,-923057000.0,1039219000.0,,,2.73,,,5.35,,,7.11,1051379000.0,-930362000.0,1.0,1.0
00139834,LG씨엔에스,20180329001088,2017,OK|연결,OK,2,2342,359,OK,34731500000.0,28608946000.0,6122554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00139889,SKC,20180402005086,2017,OK|연결,OK,11,8928,432,OK,155609828000.0,132832757000.0,22777071000.0,16864521000.0,3805759000.0,3282675000.0,523084000.0,4180836000.0,12891865000.0,7768834000.0,5123031000.0,,19146109000.0,,1172115000.0,-12141794000.0,26300936000.0,2.1,3.75,2.925,3.0,5.0,4.0,,,,13333420000.0,-26300936000.0,0.5,0.5
00140052,에이스침대,20180329000830,2017,OK|연결,OK,17,6404,400,OK,16682522000.0,15140880000.0,1541642000.0,1726162000.0,346226000.0,291621000.0,54605000.0,873811000.0,604747000.0,,,,1780767000.0,,,-649365000.0,711465000.0,,,3.4,,,2.96,,,,708413000.0,-640104000.0,1.0,1.0
00140061,티케이지애강,20180402001998,2017,OK|연결,OK,7,4957,404,OK,2888958000.0,2628634000.0,260324000.0,477819000.0,66282000.0,75218000.0,-8936000.0,845569000.0,600254000.0,78748000.0,0.0,679002000.0,468884000.0,,,-197828000.0,224727000.0,,,3.02,,,3.0,,,,226812000.0,-199804000.0,1.0,1.0
00140131,키다리스튜디오,20180330002880,2017,OK|연결,OK,8,5861,398,OK,282275000.0,201264000.0,81011000.0,166814000.0,10622000.0,7665000.0,2957000.0,270557000.0,64365000.0,,,,169771000.0,20000000.0,,,,,,3.2,,,4.06,,,,,,1.0,1.0
00140168,HS애드,20180402004592,2017,OK|연결,OK,9,7948,437,OK,26703837000.0,19578362000.0,7125475000.0,4455431000.0,647774000.0,473423000.0,174351000.0,3079589000.0,1889165000.0,865938000.0,414915000.0,608312000.0,4629782000.0,2400000000.0,593361000.0,-1565893000.0,1661466000.0,2.8,2.86,2.83,5.06,5.07,5.065,,,6.4,1709066000.0,-1555215000.0,1.0,1.0
00140177,GS리테일,20180330002366,2017,OK|연결,OK,7,5882,447,OK,256645000000.0,253522000000.0,3123000000.0,40088000000.0,5675000000.0,5083000000.0,592000000.0,19584000000.0,-15047000000.0,-21639000000.0,265000000.0,6327000000.0,36210000000.0,40011000000.0,82000000.0,-19441000000.0,21108000000.0,3.2,3.73,3.465,4.51,7.5,6.005,8.11,9.77,8.94,21927000000.0,-18721000000.0,1.0,1.0
00140566,한탑,20210323000033,2017,OK|연결,OK,1,2318,363,OK,3743990000.0,,,341612000.0,50517000.0,,,547564000.0,194176000.0,,,,,,,,,,,,,,,,,,,,,
00140779,영보화학,20180330000654,2017,OK|연결,OK,7,5394,410,OK,10560188000.0,10757729000.0,-197541000.0,1867795000.0,284097000.0,246048000.0,38049000.0,665239000.0,494027000.0,275478000.0,0.0,218549000.0,1905844000.0,,,,,,,3.4,,,3.45,,,,,,1.0,1.0
00140858,와이엠,20180629000594,2017,OK|연결,OK,14,6031,410,OK,8110060000.0,850785000.0,7259275000.0,2252563000.0,276361000.0,9612000.0,266749000.0,2349924000.0,2948878000.0,796759000.0,359863000.0,1792256000.0,,,,-365000000.0,397000000.0,,,2.93,,,5.16,,,5.98,413000000.0,-365000000.0,1.0,1.0
00140946,한솔로지스틱스,20180615000182,2017,OK|연결,OK,32,12945,413,OK,9497517000.0,7479210000.0,2018307000.0,1788643000.0,226924000.0,128921000.0,98003000.0,1515390000.0,980425000.0,254549000.0,21442000.0,704434000.0,1886646000.0,,103947000.0,-514464000.0,579003000.0,,,2.97,,,4.77,,,,578339000.0,-524558000.0,1.0,1.0
00140955,한솔케미칼,20180326000391,2017,OK|연결,OK,12,20503,428,OK,25795919000.0,21052756000.0,4743163000.0,3650375000.0,449645000.0,365296000.0,84349000.0,1105544000.0,958471000.0,-1222271000.0,,2180742000.0,4134724000.0,,970386000.0,-1739088000.0,2008400000.0,2.71,2.86,2.785,2.0,4.73,3.365,,,,2021061000.0,-1757791000.0,1.0,1.0
00140964,영원무역홀딩스,20180402005073,2017,OK|연결,부분(0/7),1,2150,416,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00141149,영진약품,20180705000501,2017,OK|연결,OK,14,11094,414,OK,37611892000.0,3832097000.0,33779795000.0,3827121000.0,800216000.0,37480000.0,762736000.0,1496076000.0,1780556000.0,1870889000.0,0.0,-90333000.0,4589857000.0,,,-2948543000.0,3347499000.0,,,2.7,,,3.76,,,,3398584000.0,-2963647000.0,1.0,1.0
00141246,SGC E&C,20180402004239,2017,OK|연결,OK,11,7870,417,OK,35270785000.0,33940958000.0,1329827000.0,5381350000.0,765485000.0,749464000.0,16021000.0,2482502000.0,-519177000.0,,,,5397371000.0,,,-1747393000.0,1967668000.0,3.01,3.16,3.085,1.5,5.0,3.25,,,,1970591000.0,-1777803000.0,1.0,1.0
00141273,웰바이오텍,20181213000473,2017,OK|연결,OK,7,4905,395,OK,1851620000.0,1241375000.0,610245000.0,276915000.0,33157000.0,22172000.0,10985000.0,462728000.0,0.0,,,,287900000.0,,,-74428000.0,82082000.0,,,2.65,,,2.38,,,,82591000.0,-76385000.0,1.0,1.0
00141282,에이치디씨영창,20180402002275,2017,OK|연결,OK,6,4303,404,OK,1758016000.0,3355000.0,1754661000.0,300393000.0,46007000.0,,46007000.0,302649000.0,86817000.0,40541000.0,,46276000.0,,,,,,,,2.76,,,2.0,,,7.72,,,1.0,1.0
00141307,영풍,20180402003331,2017,OK|연결,OK,13,6897,431,OK,68619582000.0,29942241000.0,38677341000.0,9538482000.0,1280269000.0,521291000.0,758978000.0,6969703000.0,2842052000.0,-2593460000.0,1875349000.0,3416958000.0,10297460000.0,,,-4386852000.0,4924825000.0,2.5,3.0,2.75,3.4,6.0,4.7,,,,5018781000.0,-4388864000.0,1.0,1.0
00141389,KZ정밀,20180330003417,2017,OK|별도,OK,6,6196,406,OK,11803704000.0,11651200000.0,152504000.0,1030332000.0,226347000.0,189247000.0,37100000.0,463363000.0,185121000.0,-316935000.0,0.0,502056000.0,1067432000.0,,,-590820000.0,636416000.0,,,2.7,,,4.14,,,,649477000.0,-590837000.0,1.0,1.0
00141404,블루산업개발,20180330000958,2017,OK|별도,OK,12,18439,405,OK,4238701000.0,3648210000.0,590491000.0,529251000.0,99381000.0,75992000.0,23389000.0,226215000.0,201869000.0,86568000.0,0.0,115301000.0,,,0.0,-175380000.0,191764000.0,,,3.0,,,3.0,,,21.2,193422000.0,-177222000.0,1.0,1.0
00141413,영화금속,20180402002561,2017,OK|별도,OK,15,8339,419,OK,14338145000.0,7578804000.0,6759341000.0,2075637000.0,239378000.0,158959000.0,80419000.0,1068368000.0,949606000.0,34168000.0,-90243000.0,1005681000.0,2156056000.0,3383954000.0,,-1178892000.0,1333263000.0,,,2.9,,,4.5,,,,1384459000.0,-1162344000.0,1.0,1.0
00141477,영흥,20180402003731,2017,OK|연결,OK,15,6551,412,OK,12042336000.0,6127982000.0,5914354000.0,2022429000.0,351130000.0,148617000.0,202513000.0,1825931000.0,398606000.0,261211000.0,47532000.0,89863000.0,,922404000.0,,-767338000.0,859741000.0,,,2.94,,,4.9,,,7.12,878549000.0,-766535000.0,1.0,1.0
00141529,오뚜기,20180330002002,2017,OK|연결,OK,11,7395,439,OK,111088117000.0,112368531000.0,-1280414000.0,13387557000.0,2794960000.0,2879057000.0,-84097000.0,9465687000.0,14268708000.0,14589928000.0,-15645000.0,-305575000.0,13303460000.0,,,-14197140000.0,4094080000.0,2.3,3.57,2.935,3.0,6.0,4.5,4.64,8.26,6.45,16391140000.0,-4092684000.0,0.5,0.5
00141608,오리엔탈정공,20180330001647,2017,OK|별도,OK,15,16573,405,OK,3716183000.0,1890411000.0,1825772000.0,416309000.0,89923000.0,45745000.0,44178000.0,236983000.0,523199000.0,162738000.0,0.0,360461000.0,462054000.0,,,-220319000.0,254952000.0,,,2.8,,,1.72,,,,250000000.0,-228347000.0,1.0,1.0
00141626,오리엔트바이오,20171010000798,2017,OK|연결,OK,7,5429,408,OK,7969935553.0,577928551.0,7392007002.0,1218622670.0,132534816.0,8034761.0,124500055.0,712872264.0,651243649.0,52211875.0,31547817.0,-736002341.0,1343122725.0,,,-258962208.0,296444059.0,,,2.76,,,2.0,,,,298516255.0,-262092702.0,1.0,1.0
00141671,오리콤,20180330003124,2017,OK|연결,OK,12,15637,430,OK,15308000000.0,11409000000.0,3899000000.0,2261000000.0,361000000.0,268000000.0,93000000.0,3130000000.0,-95000000.0,295000000.0,-81000000.0,-119000000.0,2354000000.0,2671000000.0,,-1020000000.0,1082000000.0,2.9,3.1,3.0,2.4,5.0,3.7,,,,1102000000.0,-1017000000.0,1.0,1.0
00141875,사조오양,20180402003435,2017,OK|연결,OK,9,10895,407,OK,12241819000.0,7931515000.0,4310304000.0,2450794000.0,249860000.0,171206000.0,78654000.0,1413308000.0,206985000.0,-321980000.0,,528965000.0,2529448000.0,,,-718099000.0,802658000.0,,,2.99,,,3.9,,,,816957000.0,-719876000.0,1.0,1.0
00142661,우성,20180402004166,2017,OK|연결,OK,9,10411,400,OK,14916972000.0,12932487000.0,1984485000.0,1828858000.0,307426000.0,236118000.0,71308000.0,808265000.0,93180000.0,,,,1900166000.0,,,-794229000.0,791961000.0,,,2.9,,,4.5,,,,890361000.0,-721616000.0,1.0,1.0
00142713,형지I&C,20180330002986,2017,OK|연결,OK,5,4117,384,OK,1751772000.0,826180000.0,925592000.0,437061000.0,41248000.0,29602000.0,11646000.0,223791000.0,72342000.0,,,,448707000.0,,,,,,,3.36,,,4.2,,,,,,,
00142865,WISCOM,20180330001695,2017,OK|연결,OK,8,5495,405,OK,5969821000.0,6665838000.0,-698476000.0,950109000.0,124307000.0,134677000.0,-10370000.0,1358720000.0,-40456000.0,,,,1268955000.0,,329216000.0,-297190000.0,318934000.0,,,2.62,,,3.81,,,4.97,327310000.0,-295598000.0,1.0,1.0
00142883,우신시스템,20180402002393,2017,OK|연결,OK,7,5225,402,OK,15510772918.0,12105276964.0,3405495954.0,1952789564.0,307689515.0,276769703.0,30919812.0,473514908.0,439186235.0,,,,1983709376.0,,,-886804962.0,1004861043.0,,,2.94,,,5.0,,,,1013538229.0,-896183160.0,1.0,1.0
00143226,엠투엔,20180330002614,2017,OK|연결,OK,7,5767,405,OK,3070403000.0,1387693000.0,1682710000.0,368170000.0,68280000.0,23434000.0,44846000.0,210025000.0,77006000.0,66290000.0,0.0,10716000.0,414694000.0,,,-276300000.0,321528000.0,,,2.78,,,3.0,,,,321757000.0,-276080000.0,1.0,1.0
00143314,에이엔피,20180515001161,2017,OK|연결,OK,7,4973,402,OK,4610384000.0,2754545000.0,1855839000.0,1264435000.0,171029000.0,64720000.0,106309000.0,1185927000.0,231877000.0,,,,1370744000.0,,,,,,,3.29,,,,,,,,,1.0,1.0
00143527,경동인베스트,20180402004766,2017,OK|연결,OK,17,7144,443,OK,62820127000.0,51388423000.0,11431704000.0,7138171000.0,2260641000.0,2299597000.0,-38956000.0,14995409000.0,-2094511000.0,2363281000.0,-6156000.0,737386000.0,9398313000.0,5686000000.0,,-5173189000.0,5988946000.0,3.0,4.01,3.505,2.0,4.0,3.0,5.22,11.94,8.58,5926536000.0,-5316660000.0,1.0,1.0
00143642,웅진식품,20180814002136,2017,OK|연결,OK,11,5162,412,OK,5635942000.0,4670091000.0,965851000.0,1286258000.0,130473000.0,74351000.0,56122000.0,1104678000.0,233967000.0,136755000.0,,97212000.0,1472731000.0,,496000000.0,-157800000.0,163450000.0,,,2.9,,,5.0,,,5.8,163440000.0,-152100000.0,,
00143651,웅진,20181102000260,2017,OK|연결,OK,7,5867,423,OK,17692456000.0,10613002000.0,7079454000.0,3208428000.0,396261000.0,193407000.0,202854000.0,4452801000.0,1376336000.0,724363000.0,220092000.0,497039000.0,3411282000.0,,,-584978000.0,629537000.0,2.85,3.68,3.265,3.26,4.37,3.815,,,,625581000.0,-595878000.0,1.0,1.0
00143794,원림,20180402000693,2017,OK|연결,OK,12,11079,425,OK,2111132000.0,1923461000.0,187671000.0,384932000.0,66438000.0,74804000.0,-8366000.0,1080417000.0,84762000.0,42330000.0,,42432000.0,376566000.0,,,-88098000.0,100704000.0,3.02,3.19,3.105,3.8,4.07,3.935,8.06,9.12,8.59,101348000.0,-89189000.0,1.0,1.0
00143907,원일특강,20180330000702,2017,OK|연결,OK,6,7140,401,OK,7013101000.0,5734089000.0,1279012000.0,952523000.0,162184000.0,122261000.0,39923000.0,469330000.0,532902000.0,136130000.0,,396772000.0,,,,-35869055.0,40468458.0,,,2.77,,,5.27,,,,40505190.0,-36353782.0,1.0,1.0
00144012,원풍,20180330001252,2017,OK|연결,OK,3,3657,353,OK,75877510.0,,,748677331.0,,,,,,,,,,,,,,,,,,,,,,,,,,
00144021,원풍물산,20180330001797,2017,OK|별도,부분(0/7),1,4677,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00144164,SK가스,20180704000475,2017,OK|연결,OK,15,7346,431,OK,27807430000.0,25010025000.0,2797405000.0,4532500000.0,606635000.0,597743000.0,8892000.0,2715223000.0,2136237000.0,256633000.0,-17640000.0,1663529000.0,4473663000.0,,168905000.0,-1729928000.0,1924790000.0,3.0,3.61,3.305,3.0,4.5,3.75,,,,1867914000.0,-1728480000.0,1.0,1.0
00144243,유니슨,20180402004040,2017,OK|연결,부분(0/7),1,1914,624,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00144252,유니온,20180402003052,2017,OK|연결,OK,20,7946,420,OK,42416229000.0,30257955000.0,12158274000.0,3258391000.0,1106569000.0,702119000.0,404450000.0,6659012000.0,-1190567000.0,-1489126000.0,-213398000.0,-488044000.0,2979500000.0,,134091000.0,-1253769000.0,1391526000.0,,,3.18,,,4.44,,,,1395825000.0,-1273744000.0,1.0,1.0
00144395,동서,20180330002836,2017,OK|연결,OK,14,6939,434,OK,16290515000.0,14774990000.0,1515525000.0,1804287000.0,434479000.0,402344000.0,32135000.0,470572000.0,940618000.0,936294000.0,,4324000.0,,3314646000.0,40406000.0,-1421169000.0,1615822000.0,3.07,3.21,3.14,4.0,6.23,5.115,7.44,10.13,8.785,1644396000.0,-1443729000.0,1.0,1.0
00144650,유신,20180402002872,2017,OK|별도,OK,4,3702,391,OK,27466260000.0,10053561000.0,17412699000.0,6154513000.0,938950000.0,444765000.0,494185000.0,20090340000.0,4913304000.0,4550274000.0,,363030000.0,7093463000.0,,,,,,,,,,,,,,,,,
00144720,와이투솔루션,20180330002786,2017,OK|연결,OK,15,6095,407,OK,2920933000.0,2627248000.0,293685000.0,631314000.0,65308000.0,52204000.0,13104000.0,223924000.0,259786000.0,82721000.0,0.0,177065000.0,649610000.0,602762000.0,,-195792000.0,223920000.0,,,2.94,,,4.86,,,,226046000.0,-197732000.0,1.0,1.0
00144818,유유제약,20170629000113,2017,OK|연결,OK,24,9833,419,OK,7635205000.0,6124277000.0,1510928000.0,1136440000.0,113602000.0,89650000.0,23952000.0,876083000.0,342438000.0,-71382000.0,0.0,413820000.0,1160392000.0,,,-283272000.0,307748000.0,2.09,2.38,2.235,4.77,5.18,4.975,,,,309447000.0,-287247000.0,1.0,1.0
00145109,유한양행,20180402002650,2017,OK|연결,OK,14,6660,422,OK,223265753000.0,177766812000.0,45498941000.0,18368842000.0,6904112000.0,5950197000.0,953915000.0,5615553000.0,15732658000.0,10413583000.0,1254675000.0,4064400000.0,,,27531000.0,-25039794000.0,27225868000.0,,,4.3,,,6.3,,,13.02,27327794000.0,-25185308000.0,0.5,0.5
00145163,파미셀,20180330003176,2017,OK|연결,OK,5,3131,379,OK,4230356000.0,,4230356000.0,567984000.0,103095000.0,,103095000.0,651497000.0,490965000.0,,,,671079000.0,,,,,,,2.71,,,2.93,,,,,,,
00145260,율촌화학,20180402000974,2017,OK|연결,OK,9,6573,417,OK,38553820000.0,35011233000.0,3542587000.0,5070930000.0,1101642000.0,1054037000.0,47605000.0,2104133000.0,528447000.0,1110350000.0,353138000.0,606411000.0,5118535000.0,,,-3146380000.0,3558199000.0,,,3.65,,,5.39,,,,3657309000.0,-3127353000.0,1.0,1.0
00145437,아센디오,20180411002424,2017,OK|연결,OK,10,7449,392,OK,1135767000.0,417257000.0,718510000.0,654554000.0,18878000.0,18102000.0,776000.0,203247000.0,-104347000.0,-39600000.0,7508000.0,-72255000.0,655330000.0,,,,,,,3.35,,,6.5,,,,,,,
00145446,이건산업,20180330001131,2017,OK|연결,OK,9,5949,423,OK,23126834000.0,10928420000.0,12198414000.0,2229676000.0,521827000.0,305741000.0,216086000.0,1280484000.0,531454000.0,327738000.0,-48220000.0,251936000.0,2445762000.0,,,-1091540000.0,1178487000.0,,,3.02,4.0,6.0,5.0,,,6.86,1220394000.0,-1077085000.0,1.0,1.0
00145464,이구산업,20180402003009,2017,OK|별도,OK,20,7725,410,OK,2906186000.0,1332021000.0,1574165000.0,674307000.0,48713000.0,35516000.0,13197000.0,293135000.0,163716000.0,-1313000.0,36233000.0,128796000.0,687504000.0,,,-167927000.0,185664000.0,,,2.9,,,5.12,,,6.83,191567000.0,-166299000.0,1.0,1.0
00145473,이글벳,20180402002433,2017,OK|별도,부분(0/7),2,2406,350,부분(1/7),,,,,,,,,,,,,319927000.0,,,,,,,,,,,,,,,,,
00145552,이수화학,20181107000303,2017,OK|연결,OK,10,6176,416,OK,31658642000.0,33350365000.0,-1691723000.0,2978931000.0,520598000.0,818892000.0,-298294000.0,1554911000.0,-396127000.0,2172464000.0,105047000.0,1881384000.0,2680637000.0,,,-1450375000.0,1672474000.0,,,3.13,,,2.0,,,,1669494000.0,-1479269000.0,1.0,1.0
00145668,이화공영,20180329000213,2017,OK|연결,OK,2,2671,371,OK,4828655000.0,1457229000.0,3371426000.0,863208000.0,93922000.0,,,581346000.0,738221000.0,,,,,,,,,,,,,,,,,,,,,
00145686,이화산업,20180329000535,2017,OK|연결,OK,17,6123,406,OK,4477447000.0,3891644000.0,585803000.0,357762000.0,89335000.0,83120000.0,6215000.0,172502000.0,457403000.0,260762000.0,9808000.0,708357000.0,363977000.0,,,-208700000.0,233570000.0,,,3.4,,,2.8,,,,235337000.0,-211093000.0,1.0,1.0
00145738,이화전기공업,20180615000086,2017,OK|연결,OK,6,4907,402,OK,3976533000.0,3143974000.0,832559000.0,711407000.0,85343000.0,59778000.0,25565000.0,275787000.0,-85846000.0,0.0,0.0,-85846000.0,736972000.0,,,-236261000.0,261871000.0,,,2.99,,,4.5,,,,268275000.0,-235450000.0,1.0,1.0
00145862,인천도시가스,20180402003173,2017,OK|연결,OK,6,5347,402,OK,15108456000.0,15571463000.0,-463007000.0,1173583000.0,468526000.0,465605000.0,2921000.0,402371000.0,179152000.0,-48293000.0,-4045000.0,399622000.0,1642109000.0,,,-776253000.0,,,,3.6,,,3.3,,,,877813000.0,,1.0,1.0
00145880,현대제철,20180402004372,2017,OK|연결,OK,12,11808,420,OK,697504543000.0,597656453000.0,99848090000.0,87319024000.0,18989519000.0,18654554000.0,334965000.0,63768176000.0,-14630446000.0,,,,87653989000.0,,,-71440748000.0,88665136000.0,3.17,7.5,5.335,1.41,10.67,6.04,,,,86691738000.0,-74091690000.0,1.0,1.0
00145914,인터엠,20171229000367,2017,OK|연결,OK,11,7175,389,OK,7413550000.0,6271059000.0,1142491000.0,780587000.0,56001000.0,99636000.0,-43635000.0,606326000.0,267236000.0,,,,753594000.0,,,,,,,1.78,,,2.0,,,8.901,,,,
00146083,일동홀딩스,20180402001967,2017,OK|연결,OK,9,6689,421,OK,7226508000.0,505515000.0,6720993000.0,1281180000.0,166118000.0,8673000.0,157445000.0,872740000.0,-320218000.0,202982000.0,0.0,117236000.0,,8001537000.0,,-543750000.0,629202000.0,2.4,2.9,2.65,4.0,5.5,4.75,,,9.85,636480000.0,-549552000.0,1.0,1.0
00146214,일성아이에스,20180330002147,2017,OK|별도,OK,11,5061,403,OK,5657501000.0,4909751000.0,747750000.0,707272000.0,119095000.0,85522000.0,33573000.0,861250000.0,247992000.0,159544000.0,407536000.0,,740845000.0,,,-245200000.0,268592000.0,,,2.9,,,3.0,,,,271617000.0,-247257000.0,1.0,1.0
00146232,일성건설,20180402003996,2017,OK|연결,OK,6,6121,406,OK,8847661000.0,4325116000.0,4522545000.0,2088126000.0,164081000.0,61737000.0,102344000.0,592027000.0,-147239000.0,-238307000.0,,91068000.0,2190470000.0,,,-295985000.0,313609000.0,,,3.13,,,3.8,,,,317961000.0,-297598000.0,1.0,1.0
00146269,일신방직,20180330000861,2017,OK|연결,OK,9,5083,401,OK,3960838000.0,3415410000.0,545428000.0,645924000.0,70787000.0,73092000.0,-2305000.0,599881000.0,-169316000.0,,,,628965000.0,,3209681000.0,,,2.38,2.9,2.64,3.0,5.0,4.0,,,,,,,
00146296,일신석재,20180330001383,2017,OK|별도,OK,13,5712,407,OK,2396900000.0,657555000.0,1739345000.0,423558000.0,50671000.0,6839000.0,43832000.0,355500000.0,-232571000.0,191151000.0,0.0,41420000.0,467391000.0,,,-162920000.0,160419000.0,,,2.78,,,2.9,,,6.03,189204000.0,-184419000.0,1.0,1.0
00146427,한주에이알티,20180330001381,2017,OK|별도,OK,9,5653,397,OK,1458941000.0,1049305000.0,409636000.0,559250000.0,41464000.0,49223000.0,-7759000.0,656986000.0,12561000.0,12561000.0,,,551491000.0,,,-78880000.0,90864000.0,,,3.22,,,,,,,72359000.0,-83205000.0,1.0,1.0
00146436,엔브이에이치코리아,20180409002429,2017,OK|연결,OK,16,7278,434,OK,19188820000.0,1755991000.0,17432829000.0,3704170000.0,455250000.0,28270000.0,426980000.0,4207501000.0,766296000.0,694964000.0,911000.0,70421000.0,1231678000.0,,,-1574555000.0,1707966000.0,2.69,7.6,5.145,2.5,11.0,6.75,6.22,11.7,8.96,1731200000.0,-1584140000.0,1.0,1.0
00146454,일양약품,20180817000237,2017,OK|연결,OK,7,3859,381,OK,6551479000.0,,6549270000.0,1446545000.0,103170000.0,,103170000.0,887219000.0,677832000.0,,,,1452924000.0,,,,,,,2.61,,,6.17,,,,,,,
00146542,일정실업,20180330000900,2017,OK|연결,OK,22,7911,399,OK,7310509000.0,5674295000.0,1636214000.0,598656000.0,240588000.0,207850000.0,32738000.0,2420306000.0,-143152000.0,,,,631394000.0,,,-225130000.0,256050000.0,,,3.2,,,3.45,,,,255550000.0,-234400000.0,1.0,1.0
00146560,일지테크,20180402003092,2017,OK|연결,OK,14,5505,404,OK,12133041710.0,12450922708.0,-317880998.0,1148448160.0,117002210.0,313161150.0,-196158940.0,67551750.0,15612539.0,,,,952289220.0,,716466000.0,-430510329.0,483470232.0,,,3.23,,,5.25,,,8.01,497969253.0,-427093220.0,1.0,1.0
00146649,일진홀딩스,20180402005283,2017,OK|연결,OK,16,7151,430,OK,39378000000.0,914000000.0,38464000000.0,8138000000.0,1100000000.0,11000000.0,1089000000.0,6629000000.0,7048000000.0,5852000000.0,-271000000.0,1122000000.0,9141000000.0,,,-2658000000.0,3030000000.0,2.86,3.5,3.18,2.3,5.36,3.83,,,,3090000000.0,-2696000000.0,1.0,1.0
00146719,일화모직공업,20180223000103,2017,OK|별도,OK,6,3595,356,OK,495529000.0,490057000.0,5472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00146861,자화전자,20180402004948,2017,OK|연결,OK,13,6149,413,OK,22623506000.0,15673958000.0,6949548000.0,3258540000.0,503124000.0,393100000.0,110024000.0,625707000.0,-211158000.0,-343714000.0,28664000.0,103892000.0,3368564000.0,,,-1060270000.0,1191853000.0,,,3.01,,,4.02,,,,1214004000.0,-1062238000.0,1.0,1.0
00147082,재영솔루텍,20180330002818,2017,OK|연결,OK,9,7991,415,OK,5264877000.0,608009000.0,4656868000.0,1022815000.0,139046000.0,13972000.0,125074000.0,1755930000.0,584704000.0,151495000.0,,433209000.0,1147889000.0,,,-214200000.0,236115000.0,,,2.74,3.7,8.66,6.18,,,4.61,236209000.0,-218106000.0,1.0,1.0
00147152,유니크,20180330003708,2017,OK|연결,OK,13,15875,417,OK,16331860000.0,24740671000.0,-8408811000.0,4130019000.0,587043000.0,611702000.0,-24659000.0,937797000.0,1918692000.0,-1199967000.0,0.0,-913306000.0,5717062000.0,0.0,,-1897969460.0,2288759720.0,,,3.32,,,6.0,,,13.91,2348968680.0,-1886535300.0,1.0,1.0
00147222,전방,20180402002643,2017,OK|연결,OK,15,5998,401,OK,11414219000.0,2931497000.0,8482722000.0,1531784000.0,212063000.0,74837000.0,137226000.0,4628875000.0,818101000.0,,,,1669010000.0,,,-371138000.0,391832000.0,,,2.54,,,4.78,,,,400199000.0,-370631000.0,1.0,1.0
00147295,전북은행,20180402005385,2017,OK|연결,OK,12,6618,426,OK,45664000000.0,49745000000.0,-4081000000.0,8025000000.0,1668000000.0,1517000000.0,151000000.0,1575000000.0,-21568000000.0,-15826000000.0,119000000.0,-5861000000.0,8176000000.0,,2264000000.0,-4627000000.0,5515000000.0,,,4.26,,,5.13,,,14.48,5449000000.0,-4759000000.0,1.0,1.0
