법인코드,법인명,접수번호,결산연도,처리상태,발췌테이블수,입력토큰,출력토큰,확정급여채무,사외적립자산,순확정급여부채,당기근무원가,이자비용,이자수익,순이자비용,급여지급액,보험수리적손익,퇴직급여비용합계,예상기여금,확정기여제도비용,할인율_최소,할인율_최대,할인율_중간,임금상승률_최소,임금상승률_최대,임금상승률_중간,듀레이션_최소,듀레이션_최대,듀레이션_중간
00149345,조흥,20250312000526,2024,OK,10,12041,278,14673018000,13235522000,1437496000,2733282000,566873000,,566873000,1654216000,1268765000,,,,,,,,,,6.8,12.28,9.54
00149354,종근당홀딩스,20250318001235,2024,OK,9,13337,282,36177375000,34680033000,1497342000,5440327000,1326971000,1510986000,-184015000,4617657000,1988728000,5366916000,,6320630000,,,,,,,,,
00149451,동양레저,20250331000026,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00149594,한국캐피탈,20250313001128,2024,OK,10,14379,279,9909545000,12338213000,-2428668000,1484686000,508053000,729801000,-221748000,4797344000,1094599000,1262938000,,,,,,,,,,,8.16
00149646,기업은행,20250318001325,2024,OK,5,10234,281,1570507000000,1603284000000,-32777000000,131566000000,70131000000,79249000000,-9118000000,62824000000,104617000000,122448000000,,,,,,,,,,,
00149770,중앙에너비스,20250314000625,2024,OK,11,12792,294,2274337000000,2981473000000,-707136000000,265990000000,100447000000,133513000000,-33066000000,206577000000,120620000000,232924000000,214478000000,,,,4.62,,,2.0,,,6.4
00149804,대유에이텍,20250317000599,2024,부분(0/7),4,8630,621,,,,,,,,,,,,,,,,,,,,,
00149813,중앙일보,20250331003386,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00149947,JW중외제약,20250318001192,2024,OK,7,13144,296,70821030000,64929216000,5891814000,6681556000,2871871000,2317995000,553876000,7243572000,4277252000,7543374000,,,5.82,7.11,6.465,,,,5.82,7.11,6.465
00150244,하이트진로,20250320000493,2024,OK,7,12037,275,577220335499,450750296664,126470038835,36180900179,24869362129,19729082341,5140279788,30020043793,14731325995,,,,,,,,,,,,
00150439,진양산업,20250305000675,2024,OK,10,12156,274,3960327787,3876157505,84170282,487350970,100408876,115356447,-14947571,100459544,225406228,485735321,,,,,,,,,,,6.36
00150536,진양제약,20250620000414,2024,부분(4/7),4,6161,266,8030096000,7405602000,620186000,,,272149000,,48968000,-20289000,862544000,,,,,,,,,,,6.8458
00151128,모토닉,20250313000748,2024,OK,14,14383,275,15245512000,17295664000,-2050152000,1111329000,639835000,787928000,-148092000,1124584000,1472810000,963237000,,,,,,,,,,,
00151298,DSR제강,20250226005968,2024,OK,10,14082,276,13085966000,13832549000,-746583000,1102281000,499827000,516205000,-16378000,527185000,749536000,1085902000,,,,,,,,,,,6.37
00151368,인터지스,20250317000861,2024,OK,12,13390,302,36641520000,39143658000,-2502138000,2950623000,1285992000,1533541000,-247549000,953912000,1529841000,4736236000,3188000000,,3.45,3.64,3.545,3.42,3.5,3.46,,,7.0
00151447,천지산업,20250331002545,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00151605,THE CUBE&,20250313001073,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00151863,청호ICT,20250321001411,2024,부분(1/7),6,8392,248,,,,,,,,548077000,,548077000,,548077000,,,,,,,,,
00152039,SG글로벌,20250319000355,2024,OK,8,13421,271,4329586000,4851448000,-521862000,506817000,137170000,186854000,-49684000,255903000,351767000,,,,,,,,,,,,7.8
00152127,심텍홀딩스,20250318000481,2024,부분(1/7),3,10130,255,,,,,,,,,,,7407334000,871107000,,,,,,,8.0,8.39,8.195
00152385,에이프로젠,20250321001573,2024,OK,11,13180,303,22963964211,7269373386,15693623025,3722540267,589498637,324506246,264992391,2187207024,1547204313,3987532658,,,3.2,3.96,3.58,3.61,6.21,4.91,5.5,10.15,7.825
00152437,케이프,20250401003914,2024,OK,13,14581,276,5177000000,4719047000,457953000,785548000,150029000,182895000,-32866000,1116146000,-400856000,1064307000,,242694000,,,,,,,,,
00152455,현대케피코,20250331004145,2024,OK,7,12247,285,111867816000,116473144000,-4605328000,12866253000,4451198000,5389670000,-938472000,7863781000,5725632000,11927781000,10072000000,,,,,,,,,,13.25
00152686,코리아써키트,20250320001351,2024,OK,5,11331,277,49058221000,35636788000,13421433000,7625330000,1673202000,814312000,858890000,8139921000,2921914000,9298532000,,,,,,,,,,,
00152729,광전자,20250320000952,2024,OK,5,10852,280,15919316000,16915214000,-995898000,1197759000,742514000,812347000,-69833000,795881000,300692000,1127925204,,1731621000,,,,,,,,,5.203
00152783,코메론,20250319000535,2024,OK,13,11353,280,1907235000,2895232000,-987997000,233906000,73168000,105936000,-32768000,219133000,213953000,201139000,,577844000,,,4.28,,,2.2,,,
00152923,코오롱글로텍,20250414002174,2024,OK,7,5496,283,12044652000,11415084000,627733000,5920171000,1866790000,,1866790000,4272161000,2704551000,,4608862000,,,,,,,,8.52,9.52,9.02
00152932,하나캐피탈,20250317000495,2024,OK,9,11696,283,16459219000,16628244000,-169025000,1925567000,485033000,596749000,-111716000,713220000,828053000,1821127000,2180000000,7277000,,,,,,,,,5.42
00153126,크라운해태홀딩스,20250320000950,2024,OK,7,13924,287,159466637000,49873221000,109593416000,13908723000,5689953000,1887766000,3802187000,11523296000,8614963000,24352374000,3894000000,2324803000,,,,,,,,,
00153339,태경산업,20250321000898,2024,OK,8,12331,286,50607429000,50575257000,-5076627000,4393193000,1372541000,1861428000,-488887000,4779666000,10988000,3904306000,,,,,,,,,3.93,8.51,6.22
00153375,태광,20250319000385,2024,OK,6,12521,273,24646377000,24499012000,147365000,1818403000,1135799000,1157667000,-21868000,3486218000,3613063042,,,,,,,,,,,,
00153418,티케이지태광,20250331003351,2024,부분(3/7),5,9928,263,139698000000,73519000000,66179000000,,,3347000000,,9684000000,,14952000000,,,,,,,,,,,
00153524,태림포장,20250327000507,2024,OK,10,12031,274,38238529000,33363547000,4874982000,4965980000,1483754000,1487664000,-3910000,6210326000,3913054000,,,,,,,,,,,,
00153755,태양금속공업,20250317000712,2024,OK,7,13404,270,42137710139,2283528348,39721215191,5291974818,,,,2638157517,1143970290,,,3008906779,,,,,,,,,9.0
00154055,태원물산,20250320001049,2024,OK,8,13094,271,2558247000,5076000,2553171000,184343000,53605000,,53605000,103334000,86968000,238948000,,,,,,,,,,,8.35
00154329,TP,20250319000833,2024,OK,6,13378,285,32912515000,18133884000,14778631000,5566504000,1118695000,799393000,319302000,4277768000,107900000,5885806000,,,,,,,,,7.96,9.85,8.905
00154462,아모레퍼시픽홀딩스,20250317000463,2024,OK,7,13662,286,565994000000,644981000000,-78987000000,42925000000,23494000000,30217000000,-6723000000,38581000000,44621000000,,53927000000,1928000000,,,,,,,,,5.7
00155151,피에이치에이,20250318000472,2024,OK,10,10252,281,46051661000,50926170000,-4874509000,4180128000,1707242000,1956348000,-249106000,3442252000,3923949000,3958995000,,21303000,,,,,,,,,
00155212,포스코DX,20250314001261,2024,OK,8,12725,285,125471251000,154198518000,-28727267000,11394849000,5565131000,6498692000,-933561000,58548656000,13410491000,,12803000000,7289022000,,,,,,,,,8.2
00155258,포스코스틸리온,20250408001924,2024,OK,3,9752,278,35156456000,39171524000,-4015068000,2926658000,1484373000,1761861000,-277488000,3668007000,1690577000,,3742174000,,,,,,,,,,
00155276,포스코퓨처엠,20250314000603,2024,OK,4,5483,286,116543666000,132967682000,-16424016000,16426385000,4939253000,6411685000,-1472432000,,-4720142997,17137210000,18352000000,2183257000,,,,,,,,,11.0
00155355,풀무원,20250318001312,2024,부분(3/7),4,13538,264,226636120000,190635256000,36000864000,,,,,,-12989375562,,,,,,,,,,2.33,9.94,6.135
00155373,풍강,20241111000376,2024,OK,10,13194,284,11561044000,6624248000,4936820657,1220545000,450454000,350297000,100157000,1007006000,258598000,1320702000,,39407000,,,4.58,,,5.55,,,
00155452,풍국주정,20250318001261,2024,OK,6,10052,284,9089624267,9375176532,-285552265,868781132,257591950,378545881,-120953931,468768704,504026662,747827201,907557000,,4.094,4.597,4.3455,,,,,,
00155531,풍산홀딩스,20250313001387,2024,부분(3/7),4,12674,262,71954000000,28671000000,43525000000,,,,,2905021748,,4815505550,,688000000,,,,,,,,,
00155586,HLB이노베이션,20250312001127,2024,부분(0/7),9,12998,552,,,,,,,,,,,,,,,,,,,,,
00155638,피에스텍,20250318001390,2024,OK,13,13160,295,3561537000,4120984000,-559447000,454222000,147887000,178772000,-30885000,663470000,352351000,423336000,511556000,,4.17,4.43,4.3,,,4.0,7.87,10.29,9.08
00155692,우리엔터프라이즈,20250320000569,2024,OK,9,13101,276,29610178552,27312330399,3672106534,4142112420,554080976,832927639,-278846663,2056913444,2012012057,3863265757,,,,,,,,,,,
00155735,피제이전자,20250318001054,2024,부분(0/7),3,2579,239,,,,,,,,,,,,,,,,,,,,,
00155948,로젠,20250331004264,2024,OK,9,12146,270,12204444089,13199042291,-994599202,1401314155,662866410,766037810,-103171400,5852828783,661930633,,,,,,,,,,,,
00156354,지엠비코리아,20250321001687,2024,OK,9,10038,278,82001591000,67999152000,14002439000,6491420000,2820936000,2606093000,214843000,5759808000,7404827000,9312356000,,,,,,,,,,,
00156442,한국가구,20250312000186,2024,OK,9,11156,289,8040642000,7815849000,224793000,806350000,157355000,322185000,-164830000,824268000,446068000,641520000,,,3.82,4.01,3.915,5.86,5.88,5.87,,,
00156488,휴스틸,20250318001178,2024,OK,8,14079,278,30731177000,39636808000,-8905631000,2316273000,1139635000,1678175000,-538540000,1987003000,1166689000,1777733000,,,,,,,,,,,
00156691,한국공항,20250318000741,2024,OK,6,13022,281,169054055000,160661281000,8392774000,14455001000,5879732000,5447053000,432679000,24895903000,21490892000,14887681000,,,,,,,,,,,7.45
00156859,다올투자증권,20250317000595,2024,부분(3/7),2,3684,258,12322000000,15890000000,-3568000000,,,,,,,,,3458000000,,,,,,,,,6.07
00156895,아주IB투자,20250319000857,2024,OK,10,11279,274,1204568000,1228531000,-23963000,274787000,50475000,53300000,-2825000,181913000,40979000,271962000,,,,,,,,,,,11.51
00156910,SBI인베스트먼트,20250319000401,2024,OK,8,13431,271,2227748000,1396269000,831479000,314721000,66675000,56851000,9824000,272454000,40003000,324545000,,,,,,,,,,,
00156956,한국기업평가,20250318000477,2024,부분(0/7),6,5342,589,,,,,,,,,,,,,,,,,,,,,
00157070,한국단자공업,20250320000091,2024,OK,8,11819,274,80471079000,13152736000,67318343000,12328553000,2922722000,28653000,2894069000,7995708000,-1022548000,,,,,,,,,,,,
00157104,대동전자,20240618000424,2024,OK,6,11180,271,2266402000,2948819000,-682417000,274553000,99017000,128600000,-29583000,440598000,98763000,,,,,,,,,,,,7.576
00157399,한솔테크닉스,20250311001184,2024,OK,8,13676,294,45639230000,20152427000,25486803000,6139236000,1726876000,600917000,1125959000,8253449000,2329187000,7525089000,6194801000,599679000,,,,,,,4.23,6.51,5.37
00157539,KB오토시스,20250320001705,2024,OK,13,14080,300,565124000,68892000,496232000,117390000,22319000,,22319000,29357000,6023000,139709000,16703000,1076124000,3.23,7.0,5.115,5.3,8.0,6.65,1.04,15.11,8.075
00157636,케이피에프,20250319000642,2024,OK,9,16431,285,38212271000,45432818000,-7220547000,4796106000,1632262000,1422003000,210259000,17003865000,3018745000,5006365000,7212000000,,,,,,,,,,7.01
00157681,롯데정밀화학,20250327000664,2024,OK,7,13546,279,95079596000,102855777000,-7776181000,8601746000,3691537000,5037866000,-1346329000,2662148000,5591966000,15528806000,,,,,,,,,,,
00157991,한국석유공업,20250320000921,2024,OK,11,13533,271,8371300543,8845508707,-474208164,587976675,299088954,294565686,4523268,368105000,321303077,592499943,,,,,,,,,,,
00158015,한국선재,20250320000479,2024,OK,5,13248,275,12387491000,8763729000,3623762000,1841056000,507206000,361602000,145604000,1456555000,640832000,2091830558,,,,,,,,,,,
00158024,KBI메탈,20250326001235,2024,OK,9,9506,272,9473430000,8643429000,830001000,926445000,347232000,364073000,-16841000,1585116000,479405000,909604000,,,,,,,,,,,
00158112,한국수출포장공업,20250312000675,2024,OK,12,13620,279,1002349000,1002349000,0,133076000,28122000,31898000,-3776000,85291000,15912000,129300000,,1857770000,,,4.14,,,2.0,,,
00158149,한국쉘석유,20250320000876,2024,OK,11,15062,283,16154101000,14517558000,1636543000,761404000,646218000,542561000,103657000,1003015000,734343000,2141625000,966000000,422000000,,,,,,,,,5.67
00158219,시그네틱스,20250320000971,2024,OK,7,11464,275,3510314000,754966000,2755348000,546701000,166713000,,166713000,2243097000,770054000,713414000,548000000,,,,,,,,,,6.61
00158307,롯데하이마트,20250312001152,2024,ZIP아님,,,,,,,,,,,,,,,,,,,,,,,,
00158316,NICE,20250318000811,2024,OK,5,9267,278,138899026000,156890677000,-17991651000,19771754000,4723977000,3987711000,736266000,17471701000,4883387000,,,7329430000,,,,,,,,,
00158325,NICE평가정보,20250314001653,2024,OK,6,15661,295,47850720000000,65462948000000,-17612228000000,4927569000000,1911073000000,2548369000000,-637296000000,7122932000000,931353000000,4290273193,,,,,,,,,6.91,10.01,8.46
00158501,에스원,20250312000984,2024,OK,9,12370,291,425826043398,386661262646,39164780752,35267920491,15117517511,14337659856,779857655,39504318710,31521129924,,42184000000,16755000000,,,,,,,7.78,8.53,8.155
00158565,한국알콜,20250318000726,2024,OK,6,12239,294,18655015000,18955085000,-300070000,1658007000,628557000,815009000,-186452000,606615000,576457000,,1950000000,28453000,6.49,8.6,7.545,,,,6.49,8.6,7.545
00158909,하나은행,20250317000805,2024,OK,9,14016,284,2482644000000,2011738000000,470906000000,138130000000,90539000000,82592000000,7947000000,,-214078000000,146077000000,142032000000,,,,,,,,,,7.58
00159193,한국전력공사,20250318000747,2024,OK,10,12914,301,4960645000000,3551233000000,1409412000000,430308000000,184169000000,141108000000,43061000000,392336000000,425701000000,473369000000,,119920000000,3.38,5.06,4.22,,,4.83,,,9.89
00159218,한전KPS,20250514000974,2024,OK,6,10976,274,442200305938,432347511026,9852794912,37668039231,15966445750,15914662704,51783046,45108050300,-26765745420,,,,,,,,,,,,
00159254,한국전자홀딩스,20250319001004,2024,OK,4,10754,284,36146349000,33604942000,2541407000,3525767000,1375059000,1484503000,-109444000,2897303000,2587662000,3416323000,,33506000,,,,,,,,,6.42
00159500,한국종합기술,20250318001001,2024,OK,9,14527,289,76296979000,47478281000,28818698000,9135905000,2793659000,1787257000,1006402000,8289041000,6501927000,10142307000,8435000000,655924000,,,,,,,,,5.7
00159564,한국주강,20250319000402,2024,OK,9,12899,277,1904091490,1615919366,288172124,272124703,76796568,65170935,11625633,63459880,22615301,283750336,224247170,,,,,,,,,,7.68
00159573,한국주철관공업,20250320000304,2024,OK,10,13255,278,15445560000,11187638000,5269731000,1732545000,648993000,441893000,207100000,1911976000,557768000,3031277000,,112366000,,,,,,,,,
00159643,한국증권금융,20250331003161,2024,OK,4,5182,274,61177000000,63446000000,-2269000000,5573000000,2012000000,2450000000,-438000000,2438000000,9645000000,,,,,,,,,,,,
00159698,지역난방공사,20250327000192,2024,OK,5,14991,275,123116012000,142614451000,-19498439000,11264299000,4464825000,6144698000,-1679873000,12876642000,15227737000,,,,,,,,,,,,
00159731,글로본,20250407004334,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00159740,KISCO홀딩스,20250320001326,2024,부분(4/7),6,12516,275,123643094000,139899349000,-16256255000,,,7207388000,,6214190000,,,8289000000,103883000,,,,,,,4.0,7.0,5.5
00159786,유니드,20250318000116,2024,OK,12,12632,288,54524995000,56197156000,-1672161000,4009834000,2324194000,2463526000,-139332000,3535924000,2895318000,6434228000,2900000000,,,,4.22,,,4.0,,,
00159795,한국카본,20250319000937,2024,OK,9,13862,301,22688145000,26959345000,-4271200000,903997000,770506000,768050000,2456000,281402000,-1497486000,1496366000,710000000,390984000,3.14,4.08,3.61,2.0,6.03,4.015,,,1.65
00159874,한국지주,20250331000687,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00159971,KC그린홀딩스,20250320001565,2024,OK,8,12389,276,14186022000,13285186000,898277000,4008800000,1042156000,1154732000,-112576000,7326006000,513449000,3896224000,,,,,,,,,,,
00160010,한국큐빅,20250317000029,2024,OK,8,11767,278,7979266000,9137082000,-1157816000,1215440000,356987000,430478000,-73491000,1010106000,90095000,1499432000,,,,,,,,,,,7.34
00160205,한국내화,20250318000918,2024,OK,6,12978,278,45349339000,38310728000,7038611000,3618666000,1446522000,1458133000,-11611000,1513351000,3441776000,3607055000,,,,,,,,,,,
00160418,한국무브넥스,20250318000552,2024,OK,7,14566,280,47676310000,55060697000,-7384387000,3880113000,2518527000,2597320000,-78793000,5123708000,-4681053000,3801022000,,298000,,,,,,,,,
00160843,DB하이텍,20250312001130,2024,OK,7,12156,281,146163000000,135476000000,10687000000,13565000000,5930000000,6459000000,-529000000,8137000000,5545000000,,13100000000,,,,,,,,,,7.33
00160861,한농화성,20250320000501,2024,OK,7,12978,273,9798451395,8744423312,1054028083,979256964,375739542,294159060,81580482,442940790,475407519,1060837746,,,,,,,,,,,
00161046,한독,20250312000222,2024,OK,13,13732,288,91230227000,95419636000,-4189409000,7682854000,3091394000,3335596000,-244202000,6487835000,2742095000,7852392000,9148000000,414000000,,,,,,,,,5.8
00161116,HL D&I,20250317000836,2024,OK,8,13414,281,100008691000,86364364000,13644327000,9231425000,3586517000,3338476000,248041000,5966736000,3290601000,12817942000,,,,,,,,,,,5.36
00161383,한미반도체,20250313001171,2024,OK,6,13034,278,25833334000,26043432000,-210098000,2216628000,879752000,924067000,-44315000,537849000,3062143000,2172313000,,1140050000,,,,,,,,,
00161426,한미사이언스,20250318001281,2024,부분(2/7),3,13389,259,51192140000,56093036000,-4900896000,,,,,,,5825209652,7389166000,,,,,,,,,,
00161444,한국씨티은행,20250328001804,2024,OK,12,12153,278,301678000000,57668000000,244010000000,16671000000,11314000000,2387000000,8927000000,31735000000,11088000000,,,,,,,,,,,,7.5
00161462,에이티넘인베스트,20250311001310,2024,부분(0/7),5,6555,695,,,,,,,,,,,,,,,,,,,,,
00161781,아난티,20250318000855,2024,OK,12,13860,282,21099016000,6617331000,14481685000,5034465000,665178000,220250000,444928000,3421657000,1650040000,5479393000,,,,,3.63,,,6.22,,,
00161860,한성기업,20250318001322,2024,OK,7,13744,275,22031571000,7821942000,14209629000,2473575000,470508000,305682000,164826000,2699291000,-230418000,2638401117,,,,,,,,,,,
00162416,한양증권,20250321001966,2024,OK,10,13005,281,9336529000,9341506000,-4977000,2275427000,106128000,331018000,-224890000,2501350000,185793000,2050537000,,1338801000,,,,,,,,,4.36
00162832,한일단조,20250318001076,2024,OK,6,11117,276,7463311000,5844133000,1616322000,786547000,239265000,234574000,4691000,440829000,319436000,881812291,,,,,,,,,,,6.4347
00162911,한일사료,20250312000585,2024,OK,10,13698,274,9685352549,9787532248,-102179699,1023690396,447805572,475259172,-27453600,1075143994,694755933,1102035394,,,,,,,,,,,
00163114,서연,20250318001318,2024,OK,7,14175,278,137354296000,119530719000,17823577000,10843841000,3750441000,4637132000,-886691000,5762484000,10034044000,20889801000,,,,,,,,,,,
00163318,모헨즈,20250313000769,2024,OK,8,12567,275,10306647000,1369795000,8936852000,1004630000,181861000,34890000,146971000,2670110000,978387000,1151601000,,,,,,,,,,,
00163345,DB,20250320000879,2024,OK,6,13877,277,34720613000,35329713000,-609100000,5714070000,1212575000,1206576000,5999000,2816842000,-1164349000,5720069000,,,,,,,,,,,
00163673,한진중공업홀딩스,20250320000396,2024,OK,15,14740,285,73588000000,70312000000,3276000000,4009000000,2135000000,2458000000,-323000000,1436000000,5923000000,5456000000,4645000000,,,,,,,,,,5.64
00163682,메리츠증권,20250331003245,2024,OK,5,8194,274,27136425000,30039478000,-2903053000,4464376000,1085153000,,,5989657000,1518830000,,5747623000,,,,,,,,,,4.144
00163691,유수홀딩스,20250331003248,2024,ZIP아님,,,,,,,,,,,,,,,,,,,,,,,,
00163761,한창제지,20250318001122,2024,OK,12,14206,281,19378904000,789592000,18589312000,1674664000,589819000,34195000,555624000,1582070000,-924844000,4293698000,2319099000,,,,,,,,,,5.89
00164502,현대공업,20250321001194,2024,OK,7,8679,274,16211668000,13185259000,3026409000,1569466000,631329000,524747000,106582000,832671000,1637813000,,,,,,,,,,,,6.804
00164672,한일현대시멘트,20250317000892,2024,OK,9,12916,277,57778843000,58663431000,-1156198000,3175931000,1999701000,,,11723927000,4359558000,6895205000,,629000000,,,,,,,,,4.2
00164706,현대약품,20250219001662,2024,OK,8,13359,278,27864624000,26071147000,1793477000,2223784000,1305206000,1098857000,206349000,2023522000,1845042000,3529033000,,,,,,,,,,,
00164724,현대엘리베이터,20250318000920,2024,OK,8,13410,274,269176015000,300544103000,-31368088000,29698014000,11177488000,,,20411611000,17618600000,,19300000000,,,,,,,,,,8.9
00164779,SK하이닉스,20250319000665,2024,OK,9,13934,293,3125802000000,4211967000000,-1086165000000,244640000000,144914000000,223602000000,-78688000000,125654000000,343386000000,170659000000,382726000000,13350000000,,,,,,,,,11.57
00164812,현대코퍼레이션,20250324000696,2024,OK,3,9095,272,34494000000,34340000000,154000000,3216000000,617000000,1375000000,-758000000,2875000000,2651000000,,,,,,,,,,,,
00164830,HD한국조선해양,20250318001131,2024,OK,9,13621,285,1813304000000,1754863000000,58441000000,156328000000,62200000000,79221000000,-17021000000,177872000000,239540000000,142605000000,,3990000000,,,,,,,,,
00164876,케이비증권,20250321001148,2024,OK,6,12261,285,79636084000,10971828000,68664256000,22515097000,2436755000,549651000,1887104000,21543795000,6212252000,,1310000000,4775485000,,,,,,,,,5.84
00165060,하이록코리아,20250313000702,2024,OK,10,9266,290,34177171000,24689135000,9488036000,2838001000,1558690000,1059403000,499287000,1825033000,1632068000,3337288000,,498696000,,,4.81,,,7.54,,,12.82
00165680,호텔신라,20250515002269,2024,OK,4,10666,275,113827199000,132232419000,-18405220000,11762464000,3856395000,,3856395000,16697208000,15580383000,10764161000,,,,,,,,,,,
00166272,화승코퍼레이션,20250321001555,2024,OK,8,11969,278,109245956000,95882991000,13362965000,9638177000,3693995000,3267182000,426813000,5023317000,6629995000,10064990000,,,,,,,,,,,
00166315,화신,20250317000376,2024,OK,7,13044,281,57289936000,61720573000,-4430637000,4398331000,2432926000,3147940000,-715014000,2686071000,3129860000,6831257000,,,,,,,,,,,10.0
00166333,화신테크,20250407001849,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00166519,화천기공,20250312000803,2024,부분(4/7),9,11582,265,17448352000,17530694000,-82342000,,,834314000,,1905430000,,,1555607000,,,,,,,,,,8.9611
00166528,서암기계공업,20250312000249,2024,부분(1/7),2,4255,245,,82000000,,,,,,,,,,673250000,,,,,,,,,
00166546,환영철강공업,20250331002865,2024,OK,10,13514,288,38210253000,41350114000,-3139861000,3900029000,1928967000,2078220000,-149253000,2741888000,5225543000,3750777000,3223000000,103883000,,,,,,,,,5.65
00167004,흥구석유,20250313000639,2024,OK,17,14245,283,4555674000,4766613000,-210939000,231003000,51153000,133433000,-82280000,166279000,134186000,148723000,233000000,,,,3.47,,,1.74,,,5.33
00167031,흥국,20250312000566,2024,OK,5,12180,271,4578148993,4637780203,-59631210,509980815,142447496,191219930,-48772434,223822366,53100605,,,,,,,,,,,,8.25
00167068,흥국생명보험,20250410002948,2024,OK,5,8485,282,1831000000,1670000000,161000000,504000000,38000000,38000000,0,9000000,194000000,,655000000,3830000000,,,,,,,2.56,4.78,3.67
00167192,넥센,20250318000857,2024,OK,6,9093,279,342944422000,41945981000,300998441000,32021189000,14731414000,1922965000,12808449000,28261107000,20807767000,45017262000,,,,,,,,,,,
00168012,와이제이씨,20250331001055,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00168401,금비,20241219000451,2024,OK,6,9825,272,12869172000,13158727000,-289555000,1168410000,502043000,,502043000,1025765000,1203935000,,,1501337000,,,,,,,,,
00168933,DB생명보험,20250328002241,2024,OK,6,14878,273,36571000000,36884000000,-315000000,2985000000,1268000000,1600000000,-332000000,1522000000,2072000000,,,,,,,,,,,,
00169048,HLB글로벌,20250319000687,2024,OK,10,12404,282,3011782000,1458133000,1553649000,880121000,64705000,53724000,10981000,1118549000,453423000,891102000,,,,,,,,,7.91,11.15,9.53
00170026,시공테크,20250318000567,2024,OK,7,14416,276,10306219000,12545440000,-2239221000,933661000,446444000,587597000,-141153000,779039000,1046901000,792508000,914000000,,,,,,,,,,
00170442,하나에프앤아이,20250314001545,2024,OK,10,13501,277,2417868000,2792446000,-374578000,470413000,129715000,130157000,-442000,1335628000,-94674000,469971000,500000000,,,,,,,,,,12.4
00170877,진로발효,20250319001021,2024,OK,9,11805,271,7385700548,6666400869,719299679,646647990,89833216,196232208,-106398992,226587088,538719380,540248998,,,,,,,,,,,
00171052,코리아로터리서비스,20250331002220,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00171265,파라다이스,20250415000021,2024,OK,5,12914,274,185752437000,191115657000,-5363220000,15762564000,6254880000,7144529000,-889649000,8606190000,14233712000,,,,,,,,,,,,
00171867,에스씨디,20250320001021,2024,OK,10,13367,275,9419068000,10424696000,-1005628000,926163000,427557000,449707000,-22150000,785251000,130587000,904013000,,,,,,,,,,,6.907
00172185,남성,20250319000945,2024,OK,11,13420,272,2561106000,1787927000,773179000,62557000,50733000,61245000,-10512000,0,565446000,56991000,,210025000,,,,,,,,,
00172680,동국산업,20250318001230,2024,OK,6,9641,303,29499778000,37184691000,-7684913000,2797182000,1078192000,1487895000,-409703000,2127692000,1327174000,3875374000,2408609000,527296000,5.77,7.71,6.74,,,,5.77,7.71,6.74
00172778,신영씨앤디,20250331003561,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00172936,동일산업,20250328001290,2024,부분(2/7),3,2916,251,15822700897,17010180228,-1187479331,,,,,,,,,,,,,,,,,,
00173069,아진카인텍,20250403001500,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00173078,명신산업,20250318000402,2024,OK,12,14251,292,14260421806,14402473024,-199059318,2461605720,489053604,523468320,-34414716,1963572730,460128064,2427191004,,,3.84,4.04,3.94,3.24,4.17,3.705,,,
00173351,삼진,20250325000593,2024,부분(2/7),1,37527,250,3719837014,3681962350,37874664,,,,,,,,,,,,,,,,,,
00173449,빌리언스,20250312001143,2024,부분(4/7),6,13120,268,1348194000,1443314000,-95120000,,,222115000,,937850000,50175000,,,,,,,,,,6.04,8.55,7.295
00173591,세원물산,20250321000870,2024,OK,4,11618,279,29074945000,1763864000,27311081000,2910528000,990814000,72072000,918742000,1800310000,1467487000,3829269864,,,,,,,,,,,7.79
00173661,에스지신성건설,20250331003654,2024,OK,10,12499,279,2915487000,1848341000,1067146000,687933000,162525000,53668000,108857000,1819260000,-177269000,822827000,,,,,3.745,,,3.8,,,
00173698,신일전자,20250320000612,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00173731,씨앤에스자산관리,20250328001306,2024,OK,7,10964,278,4835889000,4069250000,766639000,2029492000,156238000,105707000,50531000,2006445000,181831000,2080023000,,3095262000,,,,,,,,,
00173740,신한,20250401001230,2024,부분(3/7),3,8039,254,257787000,51487000,206299000,51488000,,,,,,54933074,,,,,,,,,,,
00173795,신흥,20250320000945,2024,OK,7,10803,270,12230279000,11287700000,942579000,1236657000,396218000,435019000,-38801000,861850000,1029346000,,,,,,,,,,,,
00173874,넥센타이어,20250318001449,2024,OK,7,10372,283,306589997000,5590888000,300999109000,28405095000,13213136000,274399000,12938737000,24158049000,18689040000,,,285543000,,,4.58,,,5.43,,,
00173944,우진,20250313001154,2024,부분(0/7),5,9356,569,,,,,,,,,,,,,,,,,,,,,
